"burst","new_burst","Ind_ID","burst_id"
"burst_4",1200563,"Mieles",300141
"burst_4",1200564,"Mieles",300141
"burst_4",1200897,"Pomelo",300225
"burst_4",1200898,"Pomelo",300225
"burst_4",1200899,"Pomelo",300225
"burst_4",1200900,"Pomelo",300225
"burst_4",1200901,"Pomelo",300226
"burst_4",1200902,"Pomelo",300226
"burst_4",1200903,"Pomelo",300226
"burst_4",1200904,"Pomelo",300226
"burst_4",1200905,"Pomelo",300227
"burst_4",1200906,"Pomelo",300227
"burst_4",1200907,"Pomelo",300227
"burst_4",1200908,"Pomelo",300227
"burst_4",1200909,"Pomelo",300228
"burst_4",1200910,"Pomelo",300228
"burst_4",1200911,"Pomelo",300228
"burst_4",1200912,"Pomelo",300228
"burst_4",1200913,"Pomelo",300229
"burst_4",1200914,"Pomelo",300229
"burst_4",1200915,"Pomelo",300229
"burst_4",1200916,"Pomelo",300229
"burst_4",1200917,"Pomelo",300230
"burst_4",1200918,"Pomelo",300230
"burst_4",1200919,"Pomelo",300230
"burst_4",1200920,"Pomelo",300230
"burst_4",1200921,"Pomelo",300231
"burst_4",1200922,"Pomelo",300231
"burst_4",1200923,"Pomelo",300231
"burst_4",1200924,"Pomelo",300231
"burst_4",1200925,"Pomelo",300232
"burst_4",1200926,"Pomelo",300232
"burst_4",1200927,"Pomelo",300232
