"idindividual1","year_month","Final_behaviour","total_duration","prop_duration","year","n_scans","n_behaviours"
"Fur",2023-05-01,"Grooming receiver",155,0.0325698676192477,2023,5,7
"Fur",2023-05-01,"Other",387,0.081319604959025,2023,5,7
"Fur",2023-05-01,"Resting",1120,0.235343559571339,2023,5,7
"Fur",2023-05-01,"Self-scratching",162,0.0340407648665686,2023,5,7
"Fur",2023-05-01,"Walking",110,0.0231140996007565,2023,5,7
"Fur",2023-06-01,"Forage",3175,0.32819929708497,2023,8,9
"Fur",2023-06-01,"Grooming actor",538,0.0556129832540831,2023,8,9
"Fur",2023-06-01,"Grooming receiver",524,0.0541658052511888,2023,8,9
"Fur",2023-06-01,"Other",866,0.0895182964647509,2023,8,9
"Fur",2023-06-01,"Resting",2888,0.298532148025636,2023,8,9
"Fur",2023-06-01,"Running",10,0.00103369857349597,2023,8,9
"Fur",2023-06-01,"Self-scratching",458,0.0473433946661154,2023,8,9
"Fur",2023-06-01,"Sleeping",925,0.0956171180483771,2023,8,9
"Fur",2023-06-01,"Walking",290,0.0299772586313831,2023,8,9
"Fur",2023-07-01,"Forage",3226,0.385792872518536,2023,7,8
"Fur",2023-07-01,"Grooming actor",695,0.0831140875388663,2023,7,8
"Fur",2023-07-01,"Grooming receiver",196,0.0234393685721119,2023,7,8
"Fur",2023-07-01,"Other",209,0.0249940205692418,2023,7,8
"Fur",2023-07-01,"Resting",3413,0.408155943554174,2023,7,8
"Fur",2023-07-01,"Running",5,0.000597943075819182,2023,7,8
"Fur",2023-07-01,"Self-scratching",378,0.0452044965319302,2023,7,8
"Fur",2023-07-01,"Walking",240,0.0287012676393207,2023,7,8
"Fur",2023-08-01,"Forage",2882,0.308730583824317,2023,9,8
"Fur",2023-08-01,"Grooming actor",321,0.0343867166577397,2023,9,8
"Fur",2023-08-01,"Grooming receiver",259,0.0277450455275844,2023,9,8
"Fur",2023-08-01,"Other",801,0.0858061060524906,2023,9,8
"Fur",2023-08-01,"Resting",4207,0.450669523299411,2023,9,8
"Fur",2023-08-01,"Self-scratching",255,0.0273165506159614,2023,9,8
"Fur",2023-08-01,"Sleeping",562,0.0602035350830209,2023,9,8
"Fur",2023-08-01,"Walking",48,0.00514193893947509,2023,9,8
"Fur",2023-09-01,"Forage",3425,0.425677355207557,2023,8,8
"Fur",2023-09-01,"Grooming actor",1289,0.160203827989063,2023,8,8
"Fur",2023-09-01,"Grooming receiver",523,0.0650012428535919,2023,8,8
"Fur",2023-09-01,"Other",922,0.114591101168282,2023,8,8
"Fur",2023-09-01,"Resting",1455,0.180835197613721,2023,8,8
"Fur",2023-09-01,"Running",3,0.000372856077554064,2023,8,8
"Fur",2023-09-01,"Self-scratching",210,0.0260999254287845,2023,8,8
"Fur",2023-09-01,"Walking",219,0.0272184936614467,2023,8,8
"Fur",2023-10-01,"Forage",1145,0.953372189841799,2023,1,3
"Fur",2023-10-01,"Resting",36,0.0299750208159867,2023,1,3
"Fur",2023-10-01,"Self-scratching",20,0.0166527893422148,2023,1,3
"Hee",2022-06-01,"Forage",1905,0.583997547516861,2022,3,8
"Hee",2022-06-01,"Grooming actor",14,0.00429184549356223,2022,3,8
"Hee",2022-06-01,"Grooming receiver",111,0.0340282035561006,2022,3,8
"Hee",2022-06-01,"Other",759,0.232679337829552,2022,3,8
"Hee",2022-06-01,"Resting",258,0.079092581238504,2022,3,8
"Hee",2022-06-01,"Running",46,0.0141017780502759,2022,3,8
"Hee",2022-06-01,"Self-scratching",94,0.0288166768853464,2022,3,8
"Hee",2022-06-01,"Walking",75,0.0229920294297977,2022,3,8
"Hee",2022-07-01,"Forage",4386,0.692890995260664,2022,5,8
"Hee",2022-07-01,"Grooming actor",13,0.00205371248025276,2022,5,8
"Hee",2022-07-01,"Grooming receiver",257,0.0406003159557662,2022,5,8
"Hee",2022-07-01,"Other",108,0.0170616113744076,2022,5,8
"Hee",2022-07-01,"Resting",745,0.117693522906793,2022,5,8
"Hee",2022-07-01,"Running",77,0.0121642969984202,2022,5,8
"Hee",2022-07-01,"Self-scratching",161,0.025434439178515,2022,5,8
"Hee",2022-07-01,"Walking",583,0.0921011058451817,2022,5,8
"Hee",2022-08-01,"Forage",2706,0.569564302252157,2022,4,8
"Hee",2022-08-01,"Grooming actor",45,0.00947169017049042,2022,4,8
"Hee",2022-08-01,"Grooming receiver",249,0.0524100189433803,2022,4,8
"Hee",2022-08-01,"Other",230,0.0484108608713955,2022,4,8
"Hee",2022-08-01,"Resting",1150,0.242054304356977,2022,4,8
"Hee",2022-08-01,"Running",15,0.00315723005683014,2022,4,8
"Hee",2022-08-01,"Self-scratching",121,0.0254683224584298,2022,4,8
"Hee",2022-08-01,"Walking",235,0.0494632708903389,2022,4,8
"Hee",2022-09-01,"Forage",2320,0.477169888934595,2022,5,7
"Hee",2022-09-01,"Grooming receiver",214,0.0440148087206911,2022,5,7
"Hee",2022-09-01,"Other",232,0.0477169888934595,2022,5,7
"Hee",2022-09-01,"Resting",1820,0.374331550802139,2022,5,7
"Hee",2022-09-01,"Running",16,0.00329082682023859,2022,5,7
"Hee",2022-09-01,"Self-scratching",59,0.0121349238996298,2022,5,7
"Hee",2022-09-01,"Walking",201,0.0413410119292472,2022,5,7
"Hee",2022-10-01,"Forage",2799,0.51348376444689,2022,5,8
"Hee",2022-10-01,"Grooming actor",224,0.0410933773619519,2022,5,8
"Hee",2022-10-01,"Grooming receiver",409,0.075032104201064,2022,5,8
"Hee",2022-10-01,"Other",128,0.0234819299211154,2022,5,8
"Hee",2022-10-01,"Resting",1412,0.259035039442304,2022,5,8
"Hee",2022-10-01,"Running",50,0.0091726288754357,2022,5,8
"Hee",2022-10-01,"Self-scratching",120,0.0220143093010457,2022,5,8
"Hee",2022-10-01,"Walking",309,0.0566868464501926,2022,5,8
"Hee",2022-11-01,"Forage",681,0.230223123732252,2022,4,8
"Hee",2022-11-01,"Grooming receiver",28,0.0094658553076403,2022,4,8
"Hee",2022-11-01,"Other",604,0.204192021636241,2022,4,8
"Hee",2022-11-01,"Resting",959,0.32420554428668,2022,4,8
"Hee",2022-11-01,"Running",17,0.00574712643678161,2022,4,8
"Hee",2022-11-01,"Self-scratching",423,0.143002028397566,2022,4,8
"Hee",2022-11-01,"Sleeping",186,0.0628803245436105,2022,4,8
"Hee",2022-11-01,"Walking",60,0.0202839756592292,2022,4,8
"Hee",2022-12-01,"Forage",1073,0.303536067892504,2022,3,7
"Hee",2022-12-01,"Other",67,0.018953323903819,2022,3,7
"Hee",2022-12-01,"Resting",1103,0.312022630834512,2022,3,7
"Hee",2022-12-01,"Running",33,0.00933521923620934,2022,3,7
"Hee",2022-12-01,"Self-scratching",823,0.232814710042433,2022,3,7
"Hee",2022-12-01,"Sleeping",351,0.0992927864214993,2022,3,7
"Hee",2022-12-01,"Walking",85,0.024045261669024,2022,3,7
"Hee",2023-01-01,"Forage",719,0.518759018759019,2023,1,6
"Hee",2023-01-01,"Other",159,0.114718614718615,2023,1,6
"Hee",2023-01-01,"Resting",372,0.268398268398268,2023,1,6
"Hee",2023-01-01,"Running",51,0.0367965367965368,2023,1,6
"Hee",2023-01-01,"Self-scratching",4,0.00288600288600289,2023,1,6
"Hee",2023-01-01,"Walking",81,0.0584415584415584,2023,1,6
"Kom",2022-06-01,"Forage",1170,0.97581317764804,2022,1,4
"Kom",2022-06-01,"Other",15,0.0125104253544621,2022,1,4
"Kom",2022-06-01,"Resting",6,0.00500417014178482,2022,1,4
"Kom",2022-06-01,"Self-scratching",8,0.00667222685571309,2022,1,4
"Kom",2022-07-01,"Forage",974,0.240969816922316,2022,4,6
"Kom",2022-07-01,"Other",253,0.0625927758535379,2022,4,6
"Kom",2022-07-01,"Resting",1496,0.370113805047006,2022,4,6
"Kom",2022-07-01,"Running",100,0.024740227610094,2022,4,6
"Kom",2022-07-01,"Self-scratching",554,0.137060860959921,2022,4,6
"Kom",2022-07-01,"Walking",665,0.164522513607125,2022,4,6
"Kom",2022-08-01,"Forage",3950,0.668924640135478,2022,5,8
"Kom",2022-08-01,"Grooming actor",72,0.0121930567315834,2022,5,8
"Kom",2022-08-01,"Grooming receiver",8,0.00135478408128704,2022,5,8
"Kom",2022-08-01,"Other",434,0.0734970364098222,2022,5,8
"Kom",2022-08-01,"Resting",829,0.14038950042337,2022,5,8
"Kom",2022-08-01,"Running",20,0.00338696020321761,2022,5,8
"Kom",2022-08-01,"Self-scratching",102,0.0172734970364098,2022,5,8
"Kom",2022-08-01,"Walking",490,0.0829805249788315,2022,5,8
"Kom",2022-09-01,"Forage",2376,0.450939457202505,2022,5,8
"Kom",2022-09-01,"Grooming actor",293,0.0556082748149554,2022,5,8
"Kom",2022-09-01,"Grooming receiver",48,0.00910988802429303,2022,5,8
"Kom",2022-09-01,"Other",371,0.0704118428544316,2022,5,8
"Kom",2022-09-01,"Resting",1299,0.24653634465743,2022,5,8
"Kom",2022-09-01,"Running",7,0.00132852533687607,2022,5,8
"Kom",2022-09-01,"Self-scratching",542,0.102865818940976,2022,5,8
"Kom",2022-09-01,"Walking",333,0.0631998481685329,2022,5,8
"Kom",2022-10-01,"Forage",1675,0.494246090292122,2022,3,6
"Kom",2022-10-01,"Other",28,0.008262024195928,2022,3,6
"Kom",2022-10-01,"Resting",1276,0.376512245500148,2022,3,6
"Kom",2022-10-01,"Running",103,0.0303924461493066,2022,3,6
"Kom",2022-10-01,"Self-scratching",117,0.0345234582472706,2022,3,6
"Kom",2022-10-01,"Walking",190,0.0560637356152257,2022,3,6
"Kom",2022-11-01,"Forage",2715,0.607926556202418,2022,4,6
"Kom",2022-11-01,"Other",214,0.0479175996417376,2022,4,6
"Kom",2022-11-01,"Resting",851,0.190550828481863,2022,4,6
"Kom",2022-11-01,"Running",11,0.00246305418719212,2022,4,6
"Kom",2022-11-01,"Self-scratching",281,0.0629198387819078,2022,4,6
"Kom",2022-11-01,"Walking",394,0.0882221227048813,2022,4,6
"Kom",2022-12-01,"Forage",571,0.24912739965096,2022,2,7
"Kom",2022-12-01,"Grooming receiver",140,0.0610820244328098,2022,2,7
"Kom",2022-12-01,"Other",315,0.137434554973822,2022,2,7
"Kom",2022-12-01,"Resting",1076,0.469458987783595,2022,2,7
"Kom",2022-12-01,"Self-scratching",145,0.0632635253054101,2022,2,7
"Kom",2022-12-01,"Sleeping",23,0.0100349040139616,2022,2,7
"Kom",2022-12-01,"Walking",22,0.00959860383944154,2022,2,7
"Kom",2023-01-01,"Forage",864,0.204014167650531,2023,4,9
"Kom",2023-01-01,"Grooming actor",67,0.0158205430932704,2023,4,9
"Kom",2023-01-01,"Grooming receiver",271,0.0639905548996458,2023,4,9
"Kom",2023-01-01,"Other",1124,0.265407319952775,2023,4,9
"Kom",2023-01-01,"Resting",1033,0.243919716646989,2023,4,9
"Kom",2023-01-01,"Running",16,0.00377804014167651,2023,4,9
"Kom",2023-01-01,"Self-scratching",93,0.0219598583234947,2023,4,9
"Kom",2023-01-01,"Sleeping",450,0.106257378984652,2023,4,9
"Kom",2023-01-01,"Walking",317,0.0748524203069658,2023,4,9
"Kom",2023-02-01,"Forage",898,0.712698412698413,2023,1,4
"Kom",2023-02-01,"Other",20,0.0158730158730159,2023,1,4
"Kom",2023-02-01,"Resting",95,0.0753968253968254,2023,1,4
"Kom",2023-02-01,"Walking",247,0.196031746031746,2023,1,4
"Kom",2023-03-01,"Forage",2924,0.497617426820967,2023,5,7
"Kom",2023-03-01,"Other",389,0.0662014976174268,2023,5,7
"Kom",2023-03-01,"Resting",1696,0.288631722260041,2023,5,7
"Kom",2023-03-01,"Running",30,0.00510551395507148,2023,5,7
"Kom",2023-03-01,"Self-scratching",112,0.0190605854322668,2023,5,7
"Kom",2023-03-01,"Sleeping",382,0.0650102110279101,2023,5,7
"Kom",2023-03-01,"Walking",343,0.0583730428863172,2023,5,7
"Kom",2023-04-01,"Forage",2201,0.430639796517316,2023,5,6
"Kom",2023-04-01,"Other",168,0.0328702797886911,2023,5,6
"Kom",2023-04-01,"Resting",2260,0.44218352572882,2023,5,6
"Kom",2023-04-01,"Running",40,0.00782625709254549,2023,5,6
"Kom",2023-04-01,"Self-scratching",183,0.0358051261983956,2023,5,6
"Kom",2023-04-01,"Walking",259,0.050675014674232,2023,5,6
"Kom",2023-05-01,"Forage",2639,0.573570962834167,2023,4,7
"Kom",2023-05-01,"Grooming receiver",121,0.0262986307324495,2023,4,7
"Kom",2023-05-01,"Other",357,0.0775918278635079,2023,4,7
"Kom",2023-05-01,"Resting",1205,0.261899587046294,2023,4,7
"Kom",2023-05-01,"Running",21,0.00456422516844164,2023,4,7
"Kom",2023-05-01,"Self-scratching",33,0.00717235383612258,2023,4,7
"Kom",2023-05-01,"Walking",225,0.0489024125190176,2023,4,7
"Kom",2023-06-01,"Forage",3404,0.427584474312272,2023,7,7
"Kom",2023-06-01,"Other",393,0.0493656575807059,2023,7,7
"Kom",2023-06-01,"Resting",3291,0.413390277603316,2023,7,7
"Kom",2023-06-01,"Running",6,0.000753674161537495,2023,7,7
"Kom",2023-06-01,"Self-scratching",490,0.0615500565255621,2023,7,7
"Kom",2023-06-01,"Sleeping",6,0.000753674161537495,2023,7,7
"Kom",2023-06-01,"Walking",371,0.0466021856550685,2023,7,7
"Kom",2023-07-01,"Forage",684,0.0965556182947487,2023,6,9
"Kom",2023-07-01,"Grooming actor",584,0.0824392998306042,2023,6,9
"Kom",2023-07-01,"Grooming receiver",1058,0.149350649350649,2023,6,9
"Kom",2023-07-01,"Other",982,0.138622247317899,2023,6,9
"Kom",2023-07-01,"Resting",2557,0.360954263128176,2023,6,9
"Kom",2023-07-01,"Running",8,0.00112930547713156,2023,6,9
"Kom",2023-07-01,"Self-scratching",399,0.0563241106719368,2023,6,9
"Kom",2023-07-01,"Sleeping",523,0.073828345567476,2023,6,9
"Kom",2023-07-01,"Walking",289,0.0407961603613778,2023,6,9
"Kom",2023-08-01,"Forage",3642,0.440333696046427,2023,7,8
"Kom",2023-08-01,"Grooming receiver",57,0.00689154878491114,2023,7,8
"Kom",2023-08-01,"Other",410,0.0495707895055012,2023,7,8
"Kom",2023-08-01,"Resting",2102,0.254140974489179,2023,7,8
"Kom",2023-08-01,"Running",87,0.010518679724338,2023,7,8
"Kom",2023-08-01,"Self-scratching",475,0.0574295732075928,2023,7,8
"Kom",2023-08-01,"Sleeping",839,0.101438761939306,2023,7,8
"Kom",2023-08-01,"Walking",659,0.0796759763027445,2023,7,8
"Kom",2023-09-01,"Forage",4141,0.496641880546894,2023,6,7
"Kom",2023-09-01,"Grooming receiver",262,0.0314224034540657,2023,6,7
"Kom",2023-09-01,"Other",136,0.0163108659150876,2023,6,7
"Kom",2023-09-01,"Resting",2661,0.319141280882706,2023,6,7
"Kom",2023-09-01,"Self-scratching",211,0.0253058287359079,2023,6,7
"Kom",2023-09-01,"Sleeping",557,0.0668025905492924,2023,6,7
"Kom",2023-09-01,"Walking",370,0.044375149916047,2023,6,7
"Lif",2022-06-01,"Forage",2677,0.393966151582046,2022,6,8
"Lif",2022-06-01,"Grooming actor",140,0.0206033848417954,2022,6,8
"Lif",2022-06-01,"Grooming receiver",115,0.0169242089771891,2022,6,8
"Lif",2022-06-01,"Other",364,0.0535688005886681,2022,6,8
"Lif",2022-06-01,"Resting",3008,0.442678440029433,2022,6,8
"Lif",2022-06-01,"Running",72,0.0105960264900662,2022,6,8
"Lif",2022-06-01,"Self-scratching",101,0.0148638704930096,2022,6,8
"Lif",2022-06-01,"Walking",318,0.0467991169977925,2022,6,8
"Lif",2022-07-01,"Forage",3133,0.479198531661058,2022,5,7
"Lif",2022-07-01,"Grooming receiver",79,0.0120832058733558,2022,5,7
"Lif",2022-07-01,"Other",337,0.0515448149281126,2022,5,7
"Lif",2022-07-01,"Resting",2212,0.338329764453961,2022,5,7
"Lif",2022-07-01,"Running",113,0.0172835729580912,2022,5,7
"Lif",2022-07-01,"Self-scratching",117,0.017895380850413,2022,5,7
"Lif",2022-07-01,"Walking",547,0.0836647292750076,2022,5,7
"Lif",2022-08-01,"Forage",900,0.386930352536543,2022,2,6
"Lif",2022-08-01,"Grooming receiver",55,0.0236457437661221,2022,2,6
"Lif",2022-08-01,"Other",184,0.0791057609630267,2022,2,6
"Lif",2022-08-01,"Resting",875,0.376182287188306,2022,2,6
"Lif",2022-08-01,"Self-scratching",65,0.027944969905417,2022,2,6
"Lif",2022-08-01,"Walking",247,0.106190885640585,2022,2,6
"Miel",2022-06-01,"Other",1199,1,2022,1,1
"Miel",2022-09-01,"Grooming actor",463,0.392040643522439,2022,1,5
"Miel",2022-09-01,"Grooming receiver",27,0.0228619813717189,2022,1,5
"Miel",2022-09-01,"Other",254,0.215071972904318,2022,1,5
"Miel",2022-09-01,"Resting",400,0.338696020321761,2022,1,5
"Miel",2022-09-01,"Self-scratching",37,0.0313293818797629,2022,1,5
"Miel",2022-10-01,"Forage",1943,0.319100016423058,2022,5,7
"Miel",2022-10-01,"Grooming actor",1256,0.206273608145837,2022,5,7
"Miel",2022-10-01,"Grooming receiver",348,0.0571522417474134,2022,5,7
"Miel",2022-10-01,"Other",1392,0.228608966989653,2022,5,7
"Miel",2022-10-01,"Resting",726,0.119231400886845,2022,5,7
"Miel",2022-10-01,"Self-scratching",164,0.0269338150763672,2022,5,7
"Miel",2022-10-01,"Walking",260,0.0426999507308261,2022,5,7
"Miel",2022-12-01,"Forage",991,0.510036026762738,2022,2,5
"Miel",2022-12-01,"Other",297,0.152856407617087,2022,2,5
"Miel",2022-12-01,"Resting",385,0.198147195059187,2022,2,5
"Miel",2022-12-01,"Self-scratching",114,0.0586721564590839,2022,2,5
"Miel",2022-12-01,"Walking",156,0.0802882141019043,2022,2,5
"Miel",2023-03-01,"Forage",935,0.254007063298017,2023,3,8
"Miel",2023-03-01,"Grooming actor",233,0.0632980168432491,2023,3,8
"Miel",2023-03-01,"Grooming receiver",45,0.0122249388753056,2023,3,8
"Miel",2023-03-01,"Other",287,0.0779679434936159,2023,3,8
"Miel",2023-03-01,"Resting",1713,0.465362673186634,2023,3,8
"Miel",2023-03-01,"Running",9,0.00244498777506112,2023,3,8
"Miel",2023-03-01,"Self-scratching",189,0.0513447432762836,2023,3,8
"Miel",2023-03-01,"Walking",270,0.0733496332518337,2023,3,8
"Miel",2023-04-01,"Forage",1864,0.787827557058326,2023,2,8
"Miel",2023-04-01,"Grooming actor",15,0.00633981403212172,2023,2,8
"Miel",2023-04-01,"Grooming receiver",67,0.0283178360101437,2023,2,8
"Miel",2023-04-01,"Other",72,0.0304311073541843,2023,2,8
"Miel",2023-04-01,"Resting",234,0.0989010989010989,2023,2,8
"Miel",2023-04-01,"Running",21,0.00887573964497041,2023,2,8
"Miel",2023-04-01,"Self-scratching",44,0.0185967878275571,2023,2,8
"Miel",2023-04-01,"Walking",49,0.0207100591715976,2023,2,8
"Miel",2023-05-01,"Forage",2049,0.857322175732218,2023,2,7
"Miel",2023-05-01,"Grooming receiver",15,0.00627615062761506,2023,2,7
"Miel",2023-05-01,"Other",47,0.0196652719665272,2023,2,7
"Miel",2023-05-01,"Resting",145,0.0606694560669456,2023,2,7
"Miel",2023-05-01,"Running",13,0.00543933054393305,2023,2,7
"Miel",2023-05-01,"Self-scratching",41,0.0171548117154812,2023,2,7
"Miel",2023-05-01,"Walking",80,0.0334728033472803,2023,2,7
"Miel",2023-06-01,"Forage",1029,0.866161616161616,2023,1,4
"Miel",2023-06-01,"Resting",79,0.0664983164983165,2023,1,4
"Miel",2023-06-01,"Self-scratching",60,0.0505050505050505,2023,1,4
"Miel",2023-06-01,"Walking",20,0.0168350168350168,2023,1,4
"Miel",2023-08-01,"Forage",859,0.364755838641189,2023,2,7
"Miel",2023-08-01,"Grooming actor",151,0.0641188959660297,2023,2,7
"Miel",2023-08-01,"Grooming receiver",281,0.11932059447983,2023,2,7
"Miel",2023-08-01,"Other",162,0.0687898089171975,2023,2,7
"Miel",2023-08-01,"Resting",801,0.340127388535032,2023,2,7
"Miel",2023-08-01,"Self-scratching",49,0.0208067940552017,2023,2,7
"Miel",2023-08-01,"Walking",52,0.0220806794055202,2023,2,7
"Miel",2023-09-01,"Forage",811,0.281988873435327,2023,3,6
"Miel",2023-09-01,"Grooming actor",977,0.33970792767733,2023,3,6
"Miel",2023-09-01,"Grooming receiver",705,0.245132127955494,2023,3,6
"Miel",2023-09-01,"Other",98,0.0340751043115438,2023,3,6
"Miel",2023-09-01,"Resting",246,0.0855354659248957,2023,3,6
"Miel",2023-09-01,"Self-scratching",39,0.0135605006954103,2023,3,6
"Nak",2022-06-01,"Forage",2460,0.686958950013963,2022,3,6
"Nak",2022-06-01,"Grooming actor",20,0.00558503211393466,2022,3,6
"Nak",2022-06-01,"Other",291,0.0812622172577492,2022,3,6
"Nak",2022-06-01,"Resting",641,0.179000279251606,2022,3,6
"Nak",2022-06-01,"Self-scratching",29,0.00809829656520525,2022,3,6
"Nak",2022-06-01,"Walking",140,0.0390952247975426,2022,3,6
"Nak",2022-07-01,"Forage",3827,0.55754662004662,2022,6,8
"Nak",2022-07-01,"Grooming actor",58,0.00844988344988345,2022,6,8
"Nak",2022-07-01,"Grooming receiver",212,0.0308857808857809,2022,6,8
"Nak",2022-07-01,"Other",497,0.0724067599067599,2022,6,8
"Nak",2022-07-01,"Resting",1631,0.23761655011655,2022,6,8
"Nak",2022-07-01,"Running",3,0.000437062937062937,2022,6,8
"Nak",2022-07-01,"Self-scratching",144,0.020979020979021,2022,6,8
"Nak",2022-07-01,"Walking",492,0.0716783216783217,2022,6,8
"Nak",2022-08-01,"Forage",1621,0.470537010159652,2022,3,6
"Nak",2022-08-01,"Other",358,0.103918722786647,2022,3,6
"Nak",2022-08-01,"Resting",1199,0.348040638606676,2022,3,6
"Nak",2022-08-01,"Running",8,0.002322206095791,2022,3,6
"Nak",2022-08-01,"Self-scratching",13,0.00377358490566038,2022,3,6
"Nak",2022-08-01,"Walking",246,0.0714078374455733,2022,3,6
"Nak",2022-09-01,"Forage",2423,0.402491694352159,2022,5,8
"Nak",2022-09-01,"Grooming actor",222,0.0368770764119601,2022,5,8
"Nak",2022-09-01,"Grooming receiver",226,0.0375415282392027,2022,5,8
"Nak",2022-09-01,"Other",852,0.141528239202658,2022,5,8
"Nak",2022-09-01,"Resting",1593,0.264617940199336,2022,5,8
"Nak",2022-09-01,"Running",96,0.0159468438538206,2022,5,8
"Nak",2022-09-01,"Self-scratching",157,0.0260797342192691,2022,5,8
"Nak",2022-09-01,"Walking",451,0.0749169435215947,2022,5,8
"Nak",2022-10-01,"Forage",3857,0.810634720470786,2022,4,6
"Nak",2022-10-01,"Other",106,0.0222782681799075,2022,4,6
"Nak",2022-10-01,"Resting",473,0.0994115174443043,2022,4,6
"Nak",2022-10-01,"Running",24,0.00504413619167718,2022,4,6
"Nak",2022-10-01,"Self-scratching",99,0.0208070617906683,2022,4,6
"Nak",2022-10-01,"Walking",199,0.0418242959226566,2022,4,6
"Nak",2022-11-01,"Forage",2414,0.39815272967178,2022,5,8
"Nak",2022-11-01,"Grooming actor",18,0.00296882731321128,2022,5,8
"Nak",2022-11-01,"Other",597,0.0984661058881742,2022,5,8
"Nak",2022-11-01,"Resting",2119,0.349496948705261,2022,5,8
"Nak",2022-11-01,"Running",25,0.004123371268349,2022,5,8
"Nak",2022-11-01,"Self-scratching",352,0.0580570674583539,2022,5,8
"Nak",2022-11-01,"Sleeping",8,0.00131947880587168,2022,5,8
"Nak",2022-11-01,"Walking",530,0.0874154708889988,2022,5,8
"Nak",2022-12-01,"Forage",794,0.332635106828655,2022,2,8
"Nak",2022-12-01,"Grooming actor",15,0.00628403854210306,2022,2,8
"Nak",2022-12-01,"Grooming receiver",261,0.109342270632593,2022,2,8
"Nak",2022-12-01,"Other",116,0.048596564725597,2022,2,8
"Nak",2022-12-01,"Resting",806,0.337662337662338,2022,2,8
"Nak",2022-12-01,"Running",9,0.00377042312526183,2022,2,8
"Nak",2022-12-01,"Self-scratching",117,0.0490155006284039,2022,2,8
"Nak",2022-12-01,"Walking",269,0.112693757855048,2022,2,8
"Nak",2023-01-01,"Forage",1383,0.234486266531027,2023,5,8
"Nak",2023-01-01,"Grooming receiver",36,0.00610376398779247,2023,5,8
"Nak",2023-01-01,"Other",2368,0.401492031197016,2023,5,8
"Nak",2023-01-01,"Resting",1332,0.225839267548321,2023,5,8
"Nak",2023-01-01,"Running",5,0.00084774499830451,2023,5,8
"Nak",2023-01-01,"Self-scratching",200,0.0339097999321804,2023,5,8
"Nak",2023-01-01,"Sleeping",453,0.0768056968463886,2023,5,8
"Nak",2023-01-01,"Walking",121,0.0205154289589691,2023,5,8
"Nak",2023-02-01,"Forage",238,0.101362862010221,2023,2,6
"Nak",2023-02-01,"Grooming receiver",82,0.034923339011925,2023,2,6
"Nak",2023-02-01,"Other",399,0.169931856899489,2023,2,6
"Nak",2023-02-01,"Resting",1378,0.586882453151618,2023,2,6
"Nak",2023-02-01,"Self-scratching",151,0.0643100511073254,2023,2,6
"Nak",2023-02-01,"Walking",100,0.0425894378194208,2023,2,6
"Nak",2023-03-01,"Forage",5770,0.73001012145749,2023,7,7
"Nak",2023-03-01,"Grooming receiver",372,0.0470647773279352,2023,7,7
"Nak",2023-03-01,"Other",145,0.0183451417004049,2023,7,7
"Nak",2023-03-01,"Resting",663,0.0838815789473684,2023,7,7
"Nak",2023-03-01,"Running",216,0.0273279352226721,2023,7,7
"Nak",2023-03-01,"Self-scratching",391,0.0494686234817814,2023,7,7
"Nak",2023-03-01,"Walking",347,0.0439018218623482,2023,7,7
"Nak",2023-04-01,"Forage",4089,0.574862927035006,2023,6,6
"Nak",2023-04-01,"Other",537,0.0754955714888233,2023,6,6
"Nak",2023-04-01,"Resting",1872,0.263180092787853,2023,6,6
"Nak",2023-04-01,"Running",86,0.012090538450724,2023,6,6
"Nak",2023-04-01,"Self-scratching",293,0.0411921833263039,2023,6,6
"Nak",2023-04-01,"Walking",236,0.0331786869112892,2023,6,6
"Nak",2023-05-01,"Forage",5468,0.613141960080736,2023,7,9
"Nak",2023-05-01,"Grooming actor",280,0.0313971742543171,2023,7,9
"Nak",2023-05-01,"Grooming receiver",219,0.0245570755774837,2023,7,9
"Nak",2023-05-01,"Other",614,0.0688495178291097,2023,7,9
"Nak",2023-05-01,"Resting",1455,0.163153173357255,2023,7,9
"Nak",2023-05-01,"Running",79,0.00885848845032518,2023,7,9
"Nak",2023-05-01,"Self-scratching",231,0.0259026687598116,2023,7,9
"Nak",2023-05-01,"Sleeping",95,0.010652612693429,2023,7,9
"Nak",2023-05-01,"Walking",477,0.0534873289975331,2023,7,9
"Nak",2023-06-01,"Forage",4163,0.510734879155932,2023,7,6
"Nak",2023-06-01,"Grooming actor",19,0.00233100233100233,2023,7,6
"Nak",2023-06-01,"Other",343,0.0420807262912526,2023,7,6
"Nak",2023-06-01,"Resting",2436,0.298859035701141,2023,7,6
"Nak",2023-06-01,"Self-scratching",714,0.0875966139124034,2023,7,6
"Nak",2023-06-01,"Walking",476,0.0583977426082689,2023,7,6
"Nak",2023-07-01,"Forage",1297,0.226234083376941,2023,5,7
"Nak",2023-07-01,"Grooming actor",396,0.0690737833594976,2023,5,7
"Nak",2023-07-01,"Grooming receiver",341,0.0594802023373452,2023,5,7
"Nak",2023-07-01,"Other",1175,0.204953776382348,2023,5,7
"Nak",2023-07-01,"Resting",1950,0.340136054421769,2023,5,7
"Nak",2023-07-01,"Self-scratching",332,0.0579103436246293,2023,5,7
"Nak",2023-07-01,"Walking",242,0.0422117564974708,2023,5,7
"Nak",2023-08-01,"Forage",4511,0.48515809851581,2023,8,6
"Nak",2023-08-01,"Other",516,0.0554958055495806,2023,8,6
"Nak",2023-08-01,"Resting",3069,0.330070983007098,2023,8,6
