"contrast_level","comparison","model","burst","correction_type","beh_rarity","metric","Level1","Level2","Difference","SE","CI_low","CI_high","z","p"
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","precision","HydraRocket","LSTM",0.578324940139923,0.0621704776785805,0.456473042988254,0.700176837291592,9.30224379374798,1.37512534157952e-20
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","precision","HydraRocket","TSSeq",0.137166325650999,0.0719503495673622,-0.00385376817609773,0.278186419478096,1.90640249110367,0.056598005781026
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","SVC","RF",-0.0107993693441012,0.0755117311607547,-0.158799642829451,0.137200904141249,-0.143015782820695,0.886277716437937
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","XGB","RF",-0.0135305898042746,0.0757420962728068,-0.161982370612541,0.134921191003992,-0.178640286843135,0.858220158953638
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","CatEmbed","RF",-0.0241486423071373,0.0766123092207524,-0.174306009152258,0.126008724537983,-0.315205775060962,0.75260542103956
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","GANDALF","RF",-0.0171525519746804,0.0760433139673946,-0.166194708615845,0.131889604666485,-0.225562920390804,0.821541382841253
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TabPFN","RF",-0.0110803073666887,0.0755355654367845,-0.159127295174655,0.136966680441277,-0.146689937417121,0.883376761459911
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","LSTM","RF",-0.0304424704049429,0.0771096262223337,-0.181574560662062,0.120689619852176,-0.39479468253635,0.692994419556097
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TSSeq","RF",-0.0184825451296442,0.0761528196596778,-0.167739328983786,0.130774238724498,-0.24270335901207,0.808235205131841
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","HydraRocket","RF",-0.0147276830189031,0.0758420882929119,-0.163375444585317,0.133920078547511,-0.194188785546397,0.846028063572397
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","XGB","SVC",-0.00273122046017338,0.0766631681625174,-0.152988268999445,0.147525828079098,-0.0356262404181301,0.971580384771387
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","CatEmbed","SVC",-0.0133492729630361,0.0775228923228671,-0.165291349893232,0.13859280396716,-0.172197818773829,0.863282012635041
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","GANDALF","SVC",-0.00635318263057916,0.076960736370067,-0.157193454139592,0.144487088878434,-0.0825509594922503,0.934208596764219
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TabPFN","SVC",-0.000280938022587551,0.0764591879316909,-0.150138192655881,0.149576316610706,-0.003674352686541,0.997068297317221
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","LSTM","SVC",-0.0196431010608417,0.0780142951914182,-0.172548309915298,0.133262107793614,-0.251788483285592,0.80120455960339
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TSSeq","SVC",-0.00768317578554301,0.077068906148188,-0.158735456163889,0.143369104592803,-0.0996922905687776,0.920588621285887
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","HydraRocket","SVC",-0.00392831367480195,0.0767619596995585,-0.154378990068652,0.146522362719048,-0.0511752655895854,0.959185861212596
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","CatEmbed","XGB",-0.0106180525028627,0.0777471493562798,-0.162999665141828,0.141763560136102,-0.136571598968922,0.891369426852698
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","GANDALF","XGB",-0.00362196217040578,0.0771866564402033,-0.154905028880271,0.147661104539459,-0.046924719082912,0.962573226812012
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TabPFN","XGB",0.00245028243758583,0.0766866105472558,-0.147852712331485,0.152753277206657,0.0319518938195334,0.974510414459654
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","LSTM","XGB",-0.0169118806006683,0.0782371163584925,-0.170253810917583,0.136430049716247,-0.216161860096886,0.828861581940279
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TSSeq","XGB",-0.00495195532536963,0.0772945044815901,-0.156446400312156,0.146542489661417,-0.0640660724663689,0.948917616576246
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","HydraRocket","XGB",-0.00119709321462858,0.076988473080414,-0.152091727676971,0.149697541247714,-0.0155489928132257,0.987594198594509
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","GANDALF","CatEmbed",0.00699609033245696,0.0780405102006126,-0.145960498995874,0.159952679660788,0.089646906644673,0.928567808329016
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TabPFN","CatEmbed",0.0130683349404486,0.0775460703355501,-0.138919170059839,0.165055839940737,0.168523496856778,0.866171460193364
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","LSTM","CatEmbed",-0.00629382809780554,0.0790794023765794,-0.161286608674852,0.148698952479241,-0.0795887160076662,0.936564370067335
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TSSeq","CatEmbed",0.00566609717749311,0.0781471577413405,-0.147499517489705,0.158831711844691,0.072505479933734,0.942199644592962
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","HydraRocket","CatEmbed",0.00942095928823417,0.0778445409096449,-0.143151537287725,0.161993455864193,0.12102273554634,0.903673027189835
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TabPFN","GANDALF",0.00607224460799161,0.0769840866455313,-0.144813792599961,0.156958281815944,0.0788766207742504,0.937130759211463
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","LSTM","GANDALF",-0.0132899184302625,0.0785286101089022,-0.167203165999699,0.140623329139174,-0.169236643967495,0.86561050775984
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TSSeq","GANDALF",-0.00132999315496385,0.0775896091739313,-0.153402832710408,0.15074284640048,-0.0171413823206974,0.986323825436972
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","HydraRocket","GANDALF",0.0024248689557772,0.077284767406312,-0.149050491714149,0.153900229625704,0.0313757683066943,0.974969865724836
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","LSTM","TabPFN",-0.0193621630382541,0.0780373244875311,-0.172312508483681,0.133588182407172,-0.248114132120814,0.804046101582242
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TSSeq","TabPFN",-0.00740223776295545,0.077092223093434,-0.158500218514213,0.143695742988302,-0.0960179570121374,0.92350631082304
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","HydraRocket","TabPFN",-0.0036473756522144,0.0767853714280606,-0.154143938190744,0.146849186886315,-0.047500918265813,0.962113998493197
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","TSSeq","LSTM",0.0119599252752987,0.0786345819904883,-0.14216102336542,0.166080873916018,0.152094981273574,0.879112022521251
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","HydraRocket","LSTM",0.0157147873860397,0.0783338867082133,-0.137816809331099,0.169246384103179,0.200612889854118,0.841001278329055
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","common","recall","HydraRocket","TSSeq",0.00375486211074105,0.0773924762724036,-0.147931604057541,0.155441328279023,0.0485171465185428,0.961304099587632
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","SVC","RF",-0.383551675774816,0.0631619959358834,-0.507346913000813,-0.25975643854882,-6.07250721088936,1.25928442042794e-09
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","XGB","RF",0.0181818747752338,0.0781860262738907,-0.135059920815894,0.171423670366362,0.232546346728781,0.816113694165542
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","CatEmbed","RF",0.000738217488860493,0.0783128601280861,-0.152752167888511,0.154228602866232,0.00942651676433587,0.992478839199164
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","GANDALF","RF",-0.0461049892326578,0.0783042213204831,-0.199578442858258,0.107368464392942,-0.58879315131632,0.556000040653125
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TabPFN","RF",0.0230687914103478,0.0781378280821914,-0.13007853746093,0.176216120281625,0.295232053111103,0.767816617827737
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","LSTM","RF",-0.210359488009138,0.0742147856529269,-0.355817795009235,-0.0649011810090415,-2.83446871345699,0.00459019523348987
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TSSeq","RF",-0.00907565453768111,0.0783530896726078,-0.16264488837343,0.144493579298067,-0.115830206257379,0.907787110504627
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","HydraRocket","RF",0.0448160896580748,0.0778558549294633,-0.107778581989248,0.197410761305398,0.575629022360332,0.564865959887159
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","XGB","SVC",0.40173355055005,0.0630221466415455,0.278212412904219,0.525254688195881,6.3744821774322,1.83582162372769e-10
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","CatEmbed","SVC",0.384289893263677,0.0631581795131304,0.260502136088826,0.508077650438528,6.08456254163855,1.16809800016699e-09
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","GANDALF","SVC",0.337446686542158,0.0630902053627855,0.213792156253863,0.461101216830454,5.34863826487408,8.86184620574895e-08
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TabPFN","SVC",0.406620467185164,0.0629682890701259,0.28320488843961,0.530036045930718,6.45754352214212,1.06416153774676e-10
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","LSTM","SVC",0.173192187765678,0.0577303660112943,0.0600427495692262,0.28634162596213,3.00001887623223,0.00269962875479784
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TSSeq","SVC",0.374476021237135,0.0631961290847516,0.250613884268678,0.498338158205592,5.92561643664804,3.11128035976853e-09
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","HydraRocket","SVC",0.428367765432891,0.0626445301432729,0.305586742523643,0.55114878834214,6.83807132806617,8.02664331761407e-12
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","CatEmbed","XGB",-0.0174436572863733,0.078182170433899,-0.170677895569988,0.135790580997241,-0.223115541427971,0.823445582904141
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","GANDALF","XGB",-0.0642868640078916,0.0781765246976382,-0.217510036851769,0.0889363088359854,-0.822329519718773,0.410889380301164
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TabPFN","XGB",0.00488691663511398,0.0780054178994197,-0.148000893046745,0.157774726316973,0.0626484257980026,0.950046466913836
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","LSTM","XGB",-0.228541362784372,0.0740905192183821,-0.373756112048274,-0.0833266135204704,-3.0846235820098,0.00203809917870874
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TSSeq","XGB",-0.0272575293129149,0.078223136131628,-0.18057205888868,0.12605700026285,-0.348458661476421,0.727495754064965
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","HydraRocket","XGB",0.026634214882841,0.0777215755082871,-0.125697273935112,0.178965703700794,0.34268753185531,0.731833543532219
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","GANDALF","CatEmbed",-0.0468432067215183,0.0783005332823117,-0.200309431925129,0.106623018482092,-0.598248884878289,0.549673877480905
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TabPFN","CatEmbed",0.0223305739214873,0.0781339556396464,-0.13080916510187,0.175470312944844,0.285798584478122,0.775032392352801
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","LSTM","CatEmbed",-0.211097705497999,0.0742113232935164,-0.356549226398349,-0.0656461845976481,-2.84454846146695,0.00444744198856608
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TSSeq","CatEmbed",-0.0098138720265416,0.0783493468111739,-0.163375769988681,0.143748025935597,-0.125257866542188,0.900319407040962
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","HydraRocket","CatEmbed",0.0440778721692143,0.0778519115951713,-0.108509070684918,0.196664815023346,0.566175849328127,0.571274245612516
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TabPFN","GANDALF",0.0691737806430056,0.0781291123061678,-0.0839564656211685,0.22230402690718,0.885377788140372,0.375952908098063
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","LSTM","GANDALF",-0.16425449877648,0.0741671153123161,-0.309619373625849,-0.0188896239271117,-2.2146540024485,0.0267838223252392
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TSSeq","GANDALF",0.0370293346949767,0.0783392104539897,-0.116512696372147,0.1905713657621,0.472679447244683,0.636441891919076
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","HydraRocket","GANDALF",0.0909210788907326,0.077850632283387,-0.0616633565583771,0.243505514339842,1.1678913352915,0.242850599652804
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","LSTM","TabPFN",-0.233428279419486,0.0740432974517323,-0.378550475721468,-0.0883060831175043,-3.15259162480783,0.001618280260595
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TSSeq","TabPFN",-0.0321444459480289,0.078175115257265,-0.185364856339536,0.121075964443478,-0.411185143024674,0.680936781475257
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","HydraRocket","TabPFN",0.021747298247727,0.0776723177631833,-0.130487647163863,0.173982243659317,0.279987759783773,0.779486895752422
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","TSSeq","LSTM",0.201283833471457,0.0742464747998552,0.0557634168846801,0.346804250058234,2.7110220924839,0.00670761569116917
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","HydraRocket","LSTM",0.255175577667213,0.0737618701662919,0.110604968708961,0.399746186625465,3.45945102926396,0.000541277693104241
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","uncommon","recall","HydraRocket","TSSeq",0.0538917441957559,0.0778939698058437,-0.0987776312365481,0.20656111962806,0.691860285591876,0.489025073157048
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","SVC","RF",-0.390115845275655,0.0585870013002831,-0.504944257786411,-0.275287432764899,-6.65874403224952,2.76177433822633e-11
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","XGB","RF",0.0294348529794444,0.0783198446231746,-0.124069221756751,0.18293892771564,0.375828796916877,0.707044177790359
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","CatEmbed","RF",-0.0645282732918487,0.0772652437670912,-0.215965368332055,0.0869088217483579,-0.835152652677355,0.403631764232015
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","GANDALF","RF",-0.167855148105475,0.0736987998527662,-0.312302141520723,-0.0234081546902278,-2.27758319593823,0.0227514226259964
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TabPFN","RF",0.0994545792346623,0.0777712136636656,-0.0529741985800916,0.251883357049416,1.27880965912105,0.200964091666525
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","LSTM","RF",-0.297043658241199,0.0657110105870702,-0.425834872379587,-0.168252444102811,-4.52045487639552,6.17068974138147e-06
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TSSeq","RF",-0.188654641187538,0.0726705539738021,-0.331086309712764,-0.0462229726623122,-2.59602591244246,0.00943089525939969
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","HydraRocket","RF",0.127284043738813,0.0772353490355223,-0.0240944587041908,0.278662546181817,1.64800244095838,0.0993521702866457
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","XGB","SVC",0.419550698255099,0.058758120835927,0.30438689761743,0.534714498892769,7.14030149852188,9.31264261774519e-13
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","CatEmbed","SVC",0.325587571983806,0.0572626483995569,0.213354843461294,0.437820300506318,5.68586296798535,1.30153729765228e-08
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","GANDALF","SVC",0.222260697170179,0.0522605248826462,0.119831950587033,0.324689443753325,4.25293656482168,2.10985358216475e-05
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TabPFN","SVC",0.489570424510317,0.0580856703067219,0.375724602691275,0.60341624632936,8.42841998594725,3.50363612223011e-17
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","LSTM","SVC",0.0930721870344555,0.0401290211228736,0.0144207508987762,0.171723623170135,2.31932363237747,0.0203774949744051
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TSSeq","SVC",0.201461204088116,0.0507839334274579,0.101926523577019,0.300995884599214,3.96702638986979,7.27749370732301e-05
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","HydraRocket","SVC",0.517399889014468,0.0573901557468613,0.404917250683476,0.629882527345461,9.01548152781873,1.96007457280435e-19
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","CatEmbed","XGB",-0.0939631262712932,0.0773824801705611,-0.245630000439978,0.0577037478973915,-1.21426873452733,0.224645120709265
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","GANDALF","XGB",-0.19729000108492,0.0738319661894712,-0.341997995724062,-0.0525820064457773,-2.67214881666058,0.00753672162934462
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TabPFN","XGB",0.0700197262552179,0.0778706822942966,-0.0826040064931644,0.2226434590036,0.899179565302797,0.368557023021973
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","LSTM","XGB",-0.326478511220644,0.065869164744508,-0.455579701811615,-0.197377320629673,-4.95646957854987,7.17856010210673e-07
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TSSeq","XGB",-0.218089494166983,0.0728074202853348,-0.36078941573351,-0.0753895726004556,-2.99542949485482,0.0027405865039826
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","HydraRocket","XGB",0.0978491907593689,0.0773326561556754,-0.0537200301345746,0.249418411653312,1.26530233957557,0.205762968226866
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","GANDALF","CatEmbed",-0.103326874813627,0.0726568920282434,-0.245731766417599,0.0390780167903457,-1.42212076417281,0.1549911958658
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TabPFN","CatEmbed",0.163982852526511,0.0768430867779873,0.0133731699807698,0.314592535072252,2.13399616546229,0.0328430947072183
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","LSTM","CatEmbed",-0.23251538494935,0.0645208169801706,-0.358973862483585,-0.106056907415116,-3.60372660843415,0.000313687008909507
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TSSeq","CatEmbed",-0.12412636789569,0.0716096941043041,-0.264478789284056,0.0162260534926767,-1.73337380431889,0.0830292504884006
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","HydraRocket","CatEmbed",0.191812317030662,0.0763069432744364,0.0422534564424258,0.341371177618898,2.5136941515376,0.0119473995840166
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TabPFN","GANDALF",0.267309727340138,0.0732909287156865,0.1236621466639,0.410957308016376,3.6472416440116,0.000265070617363105
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","LSTM","GANDALF",-0.129188510135724,0.0601063894573343,-0.246994868712837,-0.0113821515586106,-2.14933073342272,0.0316081919260377
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TSSeq","GANDALF",-0.0207994930820629,0.0676803850531657,-0.153450610246071,0.111851624081945,-0.30731936684054,0.758600295887809
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","HydraRocket","GANDALF",0.295139191844289,0.0727381975373392,0.152574944370744,0.437703439317834,4.05755437770894,4.95892733940054e-05
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","LSTM","TabPFN",-0.396498237475861,0.0652832502665079,-0.524451056791932,-0.268545418159791,-6.07350638727735,1.25147019195853e-09
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TSSeq","TabPFN",-0.288109220422201,0.0722630529373783,-0.429742201592373,-0.146476239252028,-3.98695057447781,6.69279611675361e-05
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","HydraRocket","TabPFN",0.027829464504151,0.0767452873104541,-0.122588534607518,0.17824746361582,0.362621152118094,0.716887907180346
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","TSSeq","LSTM",0.108389017053661,0.0588236428290158,-0.0069032043306579,0.22368123843798,1.8426097371888,0.065386011218663
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","HydraRocket","LSTM",0.424327701980013,0.0646703860004599,0.297576074552808,0.551079329407217,6.56139120581397,5.33080619523958e-11
"within_behaviour_rarity","model",NA,"Burst_4","uncorrected","rare","recall","HydraRocket","TSSeq",0.315938684926352,0.0717041027836571,0.175401225926625,0.456476143926078,4.4061451529432,1.05226463635395e-05
