burst,correction_type,target,random_seed,model,params,train_loss,valid_loss,accuracy,roc_auc,balanced_acc,f1_score,precision,recall,time
Burst_3,rotbasal,Behaviour,123,LSTM,"{'n_layers': 6, 'bidirectional': True}",1.604300856590271,1.6050903797149658,0.3661538362503052,0.5732292118655795,0.125,0.19627165627165627,0.13406863905325445,0.36615384615384616,26
Burst_3,rotbasal,Behaviour,123,TSSequencerPlus,{},0.753795325756073,0.9504484534263611,0.6692307591438293,0.8900840655142197,0.448953075263153,0.642705497590685,0.6477132463026255,0.6692307692307692,59
Burst_3,rotbasal,Behaviour,1234,HydraMultiRocketPlus,{},0.28029462695121765,0.9286895394325256,0.6861538290977478,0.913476219131223,0.5690755953544209,0.676253034367504,0.7004852365776367,0.6861538461538461,52
Burst_3,rotbasal,Behaviour,1234,LSTM,"{'n_layers': 6, 'bidirectional': True}",1.293481469154358,1.3924213647842407,0.436923086643219,0.7390779612886005,0.2578672132867835,0.4028564079774825,0.41813483599868323,0.4369230769230769,26
Burst_3,rotbasal,Behaviour,1234,TSSequencerPlus,{},0.8967514038085938,1.047513484954834,0.6123076677322388,0.8663024469294605,0.4103370857216816,0.5872708722076219,0.594733960887807,0.6123076923076923,60
Burst_3,rotbasal,Behaviour,123456,HydraMultiRocketPlus,{},0.19620005786418915,0.8546422123908997,0.7138461470603943,0.9053819610183951,0.5720330743986701,0.7003114133342928,0.7267213009636153,0.7138461538461538,53
Burst_3,rotbasal,Behaviour,123456,LSTM,"{'n_layers': 6, 'bidirectional': True}",1.5984739065170288,1.6051156520843506,0.3661538362503052,0.5498253747780011,0.125,0.19627165627165627,0.13406863905325445,0.36615384615384616,26
Burst_3,rotbasal,Behaviour,123456,TSSequencerPlus,{},0.6903025507926941,0.9656782150268555,0.6692307591438293,0.8861973966652155,0.419171528923687,0.6351625242010783,0.6458689096451334,0.6692307692307692,60
Burst_3,rotdaily,Behaviour,42,HydraMultiRocketPlus,{},0.15642495453357697,0.8447996973991394,0.7184615135192871,0.9167094711529666,0.5822982915626471,0.7079953655090033,0.7157889337494021,0.7184615384615385,53
Burst_3,rotdaily,Behaviour,42,LSTM,"{'n_layers': 6, 'bidirectional': True}",1.6043113470077515,1.6050877571105957,0.3661538362503052,0.5460766985609635,0.125,0.19627165627165627,0.13406863905325445,0.36615384615384616,25
Burst_3,rotdaily,Behaviour,42,TSSequencerPlus,{},0.7899012565612793,0.9996145367622375,0.6323077082633972,0.8780709791611767,0.40771957926377406,0.5948592572328105,0.5888375515868217,0.6323076923076923,60
Burst_3,rotdaily,Behaviour,100,HydraMultiRocketPlus,{},0.2994040250778198,0.7643512487411499,0.7538461685180664,0.9257040062845012,0.5947927461988467,0.7402375652394529,0.7593305519729512,0.7538461538461538,53
