burst,correction_type,target,random_seed,model,roc_auc,accuracy,balanced_acc,f1_score,precision,recall,time
Burst_3,rotdaily,Behaviour,123,GANDALF,0.8823628307774534,0.6621621621621622,0.47682978876536175,0.6370102800822933,0.6680709416476193,0.6621621621621622,17.544193267822266
Burst_3,rotdaily,Behaviour,1234,CategoryEmbeddingModel,0.87861406828401,0.6781326781326781,0.4396379939184646,0.6567884818690416,0.6730413928179746,0.6781326781326781,4.556899309158325
Burst_3,rotdaily,Behaviour,1234,GANDALF,0.875815237009686,0.671990171990172,0.542595066847591,0.6591423755476344,0.6693746561710158,0.671990171990172,21.60350251197815
Burst_3,rotdaily,Behaviour,123456,CategoryEmbeddingModel,0.895374021099371,0.687960687960688,0.45687484698451136,0.6699840223571699,0.6871417190945552,0.687960687960688,4.643503904342651
Burst_3,rotdaily,Behaviour,123456,GANDALF,0.8932142405416269,0.6818181818181818,0.4289638383556037,0.6527906369603096,0.6882616869309365,0.6818181818181818,19.210333347320557
Burst_3,uncorrected,Behaviour,42,CategoryEmbeddingModel,0.9177819061981526,0.7297297297297297,0.5790375285614495,0.7193553188962835,0.7311203184044144,0.7297297297297297,6.983539342880249
Burst_3,uncorrected,Behaviour,42,GANDALF,0.8935901259430189,0.683046683046683,0.5493382143581776,0.6679804114593657,0.6841494304902015,0.683046683046683,19.30702257156372
Burst_3,uncorrected,Behaviour,100,CategoryEmbeddingModel,0.923824351872671,0.742014742014742,0.5946131028849744,0.7216378141686922,0.7360541623080807,0.742014742014742,6.0376951694488525
Burst_3,uncorrected,Behaviour,100,GANDALF,0.907531255389297,0.7076167076167076,0.4632250597183516,0.6857010679685926,0.7015301445405239,0.7076167076167076,19.042701721191406
Burst_3,uncorrected,Behaviour,123,CategoryEmbeddingModel,0.9061523539305941,0.7088452088452089,0.4869652825608047,0.6928585589322167,0.7045491186008114,0.7088452088452089,4.272177696228027
Burst_3,uncorrected,Behaviour,123,GANDALF,0.901363808451935,0.6977886977886978,0.5598913898524898,0.6821155027915818,0.6976133980631511,0.6977886977886978,18.298134565353394
Burst_3,uncorrected,Behaviour,1234,CategoryEmbeddingModel,0.9061467763535249,0.7125307125307125,0.5397190743098124,0.7039054470725495,0.7165770795464131,0.7125307125307125,6.286171913146973
Burst_3,uncorrected,Behaviour,1234,GANDALF,0.9035467747328729,0.6965601965601965,0.5308842310199378,0.6859077251996208,0.6923011909842974,0.6965601965601965,22.35333561897278
Burst_3,uncorrected,Behaviour,123456,CategoryEmbeddingModel,0.9178727489538422,0.726044226044226,0.5386858284783214,0.7111858026621366,0.7251080579559083,0.726044226044226,6.001054525375366
Burst_3,uncorrected,Behaviour,123456,GANDALF,0.9158699752710536,0.726044226044226,0.5248749033973372,0.70771870397176,0.7357645485116602,0.726044226044226,20.949033975601196
Burst_4,rotbasal,Behaviour,42,CategoryEmbeddingModel,0.8818662901195421,0.6876712328767123,0.49136092513366125,0.6757650962252311,0.6944772705298781,0.6876712328767123,10.275486469268799
Burst_4,rotbasal,Behaviour,42,GANDALF,0.8805584264794493,0.6730593607305936,0.5389398417092883,0.6622769151108269,0.6749182989961121,0.6730593607305936,22.811680555343628
Burst_4,rotbasal,Behaviour,100,CategoryEmbeddingModel,0.8969077762205663,0.6977168949771689,0.5129335901027077,0.6874131609236894,0.6996672512859559,0.6977168949771689,8.28567123413086
Burst_4,rotbasal,Behaviour,100,GANDALF,0.9014438549950154,0.6949771689497717,0.5217606120552134,0.6823194626843275,0.7064303931298637,0.6949771689497717,25.978344917297363
Burst_4,rotbasal,Behaviour,123,CategoryEmbeddingModel,0.8830801583174129,0.6858447488584475,0.48681828160301455,0.6735986028155497,0.6919559766427218,0.6858447488584475,6.0418946743011475
Burst_4,rotbasal,Behaviour,123,GANDALF,0.8496224358343336,0.6155251141552511,0.4564484583757029,0.6096621221886287,0.6185834649238175,0.6155251141552511,19.156386613845825
Burst_4,rotbasal,Behaviour,1234,CategoryEmbeddingModel,0.8898007457142038,0.6812785388127854,0.4870994853744467,0.6671490690512507,0.6828734640656439,0.6812785388127854,6.608837366104126
Burst_4,rotbasal,Behaviour,1234,GANDALF,0.8693205190243186,0.6383561643835617,0.36991199187164747,0.6016981096120212,0.6423335889857571,0.6383561643835617,19.18781042098999
Burst_4,rotbasal,Behaviour,123456,CategoryEmbeddingModel,0.899997351698384,0.7013698630136986,0.5118229524997133,0.6860561253445352,0.7148369586755692,0.7013698630136986,7.70572829246521
Burst_4,rotbasal,Behaviour,123456,GANDALF,0.8983953780921998,0.6986301369863014,0.5010016716706926,0.6836735715227301,0.6947709644467217,0.6986301369863014,21.798542976379395
Burst_4,rotdaily,Behaviour,42,CategoryEmbeddingModel,0.8827374998587253,0.6621004566210046,0.5042009244374763,0.6456006794505035,0.6637242327449401,0.6621004566210046,7.580081939697266
Burst_4,rotdaily,Behaviour,42,GANDALF,0.8750635032798483,0.6465753424657534,0.52271144864266,0.629812100296296,0.6594625654537118,0.6465753424657534,21.499513626098633
Burst_4,rotdaily,Behaviour,100,CategoryEmbeddingModel,0.901325442618834,0.6977168949771689,0.5400523973647039,0.6832534214476035,0.6974740749924845,0.6977168949771689,8.456352472305298
Burst_4,rotdaily,Behaviour,100,GANDALF,0.9007557154402219,0.6885844748858447,0.4589625496228631,0.6641449204182313,0.6761317640655587,0.6885844748858447,25.935075998306274
Burst_4,rotdaily,Behaviour,123,CategoryEmbeddingModel,0.8909632033234187,0.6694063926940639,0.4688012741365102,0.6381951847200203,0.6777426329620254,0.6694063926940639,6.58026385307312
Burst_4,rotdaily,Behaviour,123,GANDALF,0.8458375616134653,0.6146118721461187,0.4199874710342977,0.5892545906295886,0.6005755680075758,0.6146118721461187,19.56442141532898
Burst_4,rotdaily,Behaviour,1234,CategoryEmbeddingModel,0.8943800232794478,0.6885844748858447,0.5325663025556602,0.6769814197167876,0.6811423069778788,0.6885844748858447,11.749967575073242
Burst_4,rotdaily,Behaviour,1234,GANDALF,0.891238773115921,0.6831050228310502,0.5114369683714691,0.6745662299466774,0.6791074632916319,0.6831050228310502,28.63225269317627
Burst_4,rotdaily,Behaviour,123456,CategoryEmbeddingModel,0.8900832738251988,0.6757990867579908,0.5129467806015793,0.6625679323547594,0.6690693220145486,0.6757990867579908,9.699377059936523
Burst_4,rotdaily,Behaviour,123456,GANDALF,0.8809420280951011,0.6557077625570776,0.5241070296483415,0.6471284682705986,0.6596704982477266,0.6557077625570776,27.27810525894165
Burst_4,uncorrected,Behaviour,42,CategoryEmbeddingModel,0.9025000704221653,0.7077625570776256,0.6113161759586876,0.7009232652608525,0.7087633443449516,0.7077625570776256,7.888030767440796
Burst_4,uncorrected,Behaviour,42,GANDALF,0.8910463289573293,0.6831050228310502,0.6068092737263596,0.6745248978856281,0.6869285730261429,0.6831050228310502,23.284080505371094
Burst_4,uncorrected,Behaviour,100,CategoryEmbeddingModel,0.9158062889763318,0.7315068493150685,0.5989636783638331,0.7277974034533276,0.7300221176839052,0.7315068493150685,9.130929470062256
Burst_4,uncorrected,Behaviour,100,GANDALF,0.9135418486607525,0.7114155251141553,0.5525584992206509,0.703608563729723,0.7072991680386242,0.7114155251141553,27.681055545806885
Burst_4,uncorrected,Behaviour,123,CategoryEmbeddingModel,0.9043877093197112,0.6958904109589041,0.4982955123401137,0.6788682063719761,0.6872539719427067,0.6958904109589041,6.9524641036987305
Burst_4,uncorrected,Behaviour,123,GANDALF,0.8961222105791473,0.6794520547945205,0.4586287338822168,0.6534336685445318,0.6723557723789996,0.6794520547945205,20.12419843673706
Burst_4,uncorrected,Behaviour,1234,CategoryEmbeddingModel,0.9096426790097422,0.7123287671232876,0.5677037943494987,0.6936196225400723,0.7113243599174719,0.7123287671232876,9.87558126449585
Burst_4,uncorrected,Behaviour,1234,GANDALF,0.9087207779970492,0.7050228310502283,0.49552230012562826,0.6844623142223242,0.7060977036662683,0.7050228310502283,24.471800088882446
Burst_4,uncorrected,Behaviour,123456,CategoryEmbeddingModel,0.9163768416514421,0.7214611872146118,0.5625023189100202,0.7130655400417496,0.724542856468629,0.7214611872146118,8.135487079620361
Burst_4,uncorrected,Behaviour,123456,GANDALF,0.9020539150156764,0.7022831050228311,0.49693696990717107,0.684114766847713,0.6999412995027642,0.7022831050228311,25.771347761154175
