burst,correction_type,target,random_seed,model,actual_label,predicted_label,count
Burst_1,rotbasal,Behaviour,1234,TabPFN,Self-scratching,Running,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Self-scratching,Self-scratching,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Self-scratching,Sleeping,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Self-scratching,Walking,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Sleeping,Eating,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Sleeping,Grooming actor,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Sleeping,Grooming receiver,2
Burst_1,rotbasal,Behaviour,1234,TabPFN,Sleeping,Resting,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Sleeping,Running,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Sleeping,Self-scratching,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Sleeping,Sleeping,4
Burst_1,rotbasal,Behaviour,1234,TabPFN,Sleeping,Walking,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Walking,Eating,12
Burst_1,rotbasal,Behaviour,1234,TabPFN,Walking,Grooming actor,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Walking,Grooming receiver,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Walking,Resting,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Walking,Running,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Walking,Self-scratching,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Walking,Sleeping,0
Burst_1,rotbasal,Behaviour,1234,TabPFN,Walking,Walking,19
Burst_1,rotbasal,Behaviour,123456,TabPFN,Eating,Eating,71
Burst_1,rotbasal,Behaviour,123456,TabPFN,Eating,Grooming actor,2
Burst_1,rotbasal,Behaviour,123456,TabPFN,Eating,Grooming receiver,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Eating,Resting,6
Burst_1,rotbasal,Behaviour,123456,TabPFN,Eating,Running,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Eating,Self-scratching,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Eating,Sleeping,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Eating,Walking,4
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming actor,Eating,7
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming actor,Grooming actor,7
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming actor,Grooming receiver,1
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming actor,Resting,9
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming actor,Running,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming actor,Self-scratching,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming actor,Sleeping,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming actor,Walking,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming receiver,Eating,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming receiver,Grooming actor,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming receiver,Grooming receiver,11
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming receiver,Resting,5
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming receiver,Running,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming receiver,Self-scratching,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming receiver,Sleeping,2
Burst_1,rotbasal,Behaviour,123456,TabPFN,Grooming receiver,Walking,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Resting,Eating,9
Burst_1,rotbasal,Behaviour,123456,TabPFN,Resting,Grooming actor,5
Burst_1,rotbasal,Behaviour,123456,TabPFN,Resting,Grooming receiver,5
Burst_1,rotbasal,Behaviour,123456,TabPFN,Resting,Resting,79
Burst_1,rotbasal,Behaviour,123456,TabPFN,Resting,Running,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Resting,Self-scratching,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Resting,Sleeping,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Resting,Walking,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Running,Eating,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Running,Grooming actor,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Running,Grooming receiver,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Running,Resting,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Running,Running,1
Burst_1,rotbasal,Behaviour,123456,TabPFN,Running,Self-scratching,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Running,Sleeping,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Running,Walking,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Self-scratching,Eating,1
Burst_1,rotbasal,Behaviour,123456,TabPFN,Self-scratching,Grooming actor,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Self-scratching,Grooming receiver,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Self-scratching,Resting,1
Burst_1,rotbasal,Behaviour,123456,TabPFN,Self-scratching,Running,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Self-scratching,Self-scratching,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Self-scratching,Sleeping,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Self-scratching,Walking,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Sleeping,Eating,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Sleeping,Grooming actor,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Sleeping,Grooming receiver,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Sleeping,Resting,3
Burst_1,rotbasal,Behaviour,123456,TabPFN,Sleeping,Running,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Sleeping,Self-scratching,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Sleeping,Sleeping,4
Burst_1,rotbasal,Behaviour,123456,TabPFN,Sleeping,Walking,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Walking,Eating,4
Burst_1,rotbasal,Behaviour,123456,TabPFN,Walking,Grooming actor,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Walking,Grooming receiver,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Walking,Resting,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Walking,Running,2
Burst_1,rotbasal,Behaviour,123456,TabPFN,Walking,Self-scratching,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Walking,Sleeping,0
Burst_1,rotbasal,Behaviour,123456,TabPFN,Walking,Walking,24
Burst_1,rotdaily,Behaviour,42,TabPFN,Eating,Eating,63
Burst_1,rotdaily,Behaviour,42,TabPFN,Eating,Grooming actor,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Eating,Grooming receiver,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Eating,Resting,13
Burst_1,rotdaily,Behaviour,42,TabPFN,Eating,Running,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Eating,Self-scratching,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Eating,Sleeping,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Eating,Walking,7
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming actor,Eating,5
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming actor,Grooming actor,4
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming actor,Grooming receiver,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming actor,Resting,14
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming actor,Running,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming actor,Self-scratching,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming actor,Sleeping,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming actor,Walking,1
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming receiver,Eating,1
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming receiver,Grooming actor,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming receiver,Grooming receiver,5
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming receiver,Resting,12
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming receiver,Running,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming receiver,Self-scratching,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming receiver,Sleeping,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Grooming receiver,Walking,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Resting,Eating,7
Burst_1,rotdaily,Behaviour,42,TabPFN,Resting,Grooming actor,1
Burst_1,rotdaily,Behaviour,42,TabPFN,Resting,Grooming receiver,5
Burst_1,rotdaily,Behaviour,42,TabPFN,Resting,Resting,84
Burst_1,rotdaily,Behaviour,42,TabPFN,Resting,Running,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Resting,Self-scratching,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Resting,Sleeping,1
Burst_1,rotdaily,Behaviour,42,TabPFN,Resting,Walking,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Running,Eating,0
Burst_1,rotdaily,Behaviour,42,TabPFN,Running,Grooming actor,0
