"Ind_ID","year_month","Final_behaviour","prop_focal","prop_pred"
"Mieles",2023-06-01,"Sleeping",0,0.020652499251721
"Mieles",2023-06-01,"Walking",0.0168350168350168,0.110445974259204
"Nakhu",2022-07-01,"Eating",0.55754662004662,0.396243291592129
"Nakhu",2022-07-01,"Grooming actor",0.00844988344988345,0.0336911150864639
"Nakhu",2022-07-01,"Grooming receiver",0.0308857808857809,0.0906380441264162
"Nakhu",2022-07-01,"Resting",0.23761655011655,0.293977340488968
"Nakhu",2022-07-01,"Running",0.000437062937062937,0.00477042337507454
"Nakhu",2022-07-01,"Self-scratching",0.020979020979021,0.000894454382826476
"Nakhu",2022-07-01,"Sleeping",0,0.0122242098986285
"Nakhu",2022-07-01,"Walking",0.0716783216783217,0.167561121049493
"Nakhu",2022-09-01,"Eating",0.402491694352159,0.429934406678593
"Nakhu",2022-09-01,"Grooming actor",0.0368770764119601,0.0238521168753727
"Nakhu",2022-09-01,"Grooming receiver",0.0375415282392027,0.0280262373285629
"Nakhu",2022-09-01,"Resting",0.264617940199336,0.313953488372093
"Nakhu",2022-09-01,"Running",0.0159468438538206,0.00447227191413238
"Nakhu",2022-09-01,"Self-scratching",0.0260797342192691,0.000298151460942159
"Nakhu",2022-09-01,"Sleeping",0,0.0202742993440668
"Nakhu",2022-09-01,"Walking",0.0749169435215947,0.179189028026237
"Nakhu",2023-06-01,"Eating",0.510734879155932,0.398686959116682
"Nakhu",2023-06-01,"Grooming actor",0.00233100233100233,0.0265592360489406
"Nakhu",2023-06-01,"Grooming receiver",0,0.0474485228290063
"Nakhu",2023-06-01,"Resting",0.298859035701141,0.355714712026261
"Nakhu",2023-06-01,"Running",0,0.00238734706057893
"Nakhu",2023-06-01,"Self-scratching",0.0875966139124034,0.000298418382572366
"Nakhu",2023-06-01,"Sleeping",0,0.0167114294240525
"Nakhu",2023-06-01,"Walking",0.0583977426082689,0.152193375111907
"Ndawanya",2022-07-01,"Eating",0.448424222867592,0.332240762812872
"Ndawanya",2022-07-01,"Grooming actor",0.0656125631924277,0.0870083432657926
"Ndawanya",2022-07-01,"Grooming receiver",0.037323867914381,0.0947556615017878
"Ndawanya",2022-07-01,"Resting",0.211035818005808,0.334028605482718
"Ndawanya",2022-07-01,"Running",0.00537807895019899,0.00834326579261025
"Ndawanya",2022-07-01,"Self-scratching",0.0223728084328278,0.000893921334922527
"Ndawanya",2022-07-01,"Sleeping",0.00613101000322685,0.0303933253873659
"Ndawanya",2022-07-01,"Walking",0.133591481122943,0.112336114421931
"Ndawanya",2022-09-01,"Eating",0.531268264172998,0.308516974389518
"Ndawanya",2022-09-01,"Grooming actor",0.0664815897136178,0.0726622989874926
"Ndawanya",2022-09-01,"Grooming receiver",0.0258620689655172,0.0693865396069089
"Ndawanya",2022-09-01,"Resting",0.178842781998831,0.364502680166766
"Ndawanya",2022-09-01,"Running",0.0159263588544711,0.00357355568790947
"Ndawanya",2022-09-01,"Self-scratching",0.0115429573348919,0.00119118522930316
"Ndawanya",2022-09-01,"Sleeping",0,0.0312686122692079
"Ndawanya",2022-09-01,"Walking",0.123465809468147,0.148898153662895
"Ndawanya",2023-06-01,"Eating",0.500443655723159,0.393738711619506
"Ndawanya",2023-06-01,"Grooming actor",0.040150842945874,0.0818783865141481
"Ndawanya",2023-06-01,"Grooming receiver",0.00665483584738243,0.0812763395544853
"Ndawanya",2023-06-01,"Resting",0.199645075421473,0.341059602649007
"Ndawanya",2023-06-01,"Running",0,0.00361228175797712
"Ndawanya",2023-06-01,"Self-scratching",0.0751996450754215,0.000602046959662854
"Ndawanya",2023-06-01,"Sleeping",0,0.0219747140276942
"Ndawanya",2023-06-01,"Walking",0.12133984028394,0.0758579169175196
"Nihau",2023-06-01,"Eating",0.276663993584603,0.160975609756098
"Nihau",2023-06-01,"Grooming actor",0.0773857257417803,0.0902439024390244
"Nihau",2023-06-01,"Grooming receiver",0.268644747393745,0.130487804878049
"Nihau",2023-06-01,"Resting",0.0765838011226945,0.397560975609756
"Nihau",2023-06-01,"Running",0.0316760224538893,0.0048780487804878
"Nihau",2023-06-01,"Self-scratching",0.0870088211708099,0
"Nihau",2023-06-01,"Sleeping",0,0.121951219512195
"Nihau",2023-06-01,"Walking",0.110264635124298,0.0939024390243902
"Okefenokee",2022-07-01,"Eating",0.365877119153541,0.287797619047619
"Okefenokee",2022-07-01,"Grooming actor",0.0643260791150655,0.0366071428571429
"Okefenokee",2022-07-01,"Grooming receiver",0.00901767464229891,0.177083333333333
"Okefenokee",2022-07-01,"Resting",0.314175784537694,0.35297619047619
"Okefenokee",2022-07-01,"Running",0.0108212095707587,0.00952380952380952
"Okefenokee",2022-07-01,"Self-scratching",0.0134663941324997,0.000892857142857143
"Okefenokee",2022-07-01,"Sleeping",0.0654082000721414,0.0366071428571429
"Okefenokee",2022-07-01,"Walking",0.0364314055548876,0.0985119047619048
"Okefenokee",2022-09-01,"Eating",0.388641309980309,0.289458010720667
"Okefenokee",2022-09-01,"Grooming actor",0,0.0351399642644431
"Okefenokee",2022-09-01,"Grooming receiver",0,0.12447885646218
"Okefenokee",2022-09-01,"Resting",0.387915846201679,0.401429422275164
"Okefenokee",2022-09-01,"Running",0.0033164058451653,0.00714711137581894
"Okefenokee",2022-09-01,"Self-scratching",0.0177220437351021,0.000893388921977367
"Okefenokee",2022-09-01,"Sleeping",0.0299512902891491,0.0512209648600357
"Okefenokee",2022-09-01,"Walking",0.112654161052959,0.0902322811197141
"Okefenokee",2023-06-01,"Eating",0.34560327198364,0.39087656529517
"Okefenokee",2023-06-01,"Grooming actor",0,0.0339892665474061
"Okefenokee",2023-06-01,"Grooming receiver",0,0.0971973762671437
"Okefenokee",2023-06-01,"Resting",0.188139059304703,0.341085271317829
"Okefenokee",2023-06-01,"Running",0,0.00775193798449612
"Okefenokee",2023-06-01,"Self-scratching",0.0102249488752556,0.000596302921884317
"Okefenokee",2023-06-01,"Sleeping",0.0347648261758691,0.0134168157423971
"Okefenokee",2023-06-01,"Walking",0.404907975460123,0.115086463923673
"Pomelo",2022-07-01,"Eating",0.522931586164864,0.377791009228937
"Pomelo",2022-07-01,"Grooming actor",0.00975163797044035,0.0309615957130098
"Pomelo",2022-07-01,"Grooming receiver",0.0284930671948804,0.094075617743376
"Pomelo",2022-07-01,"Resting",0.245619381380466,0.305150342363799
"Pomelo",2022-07-01,"Running",0,0.00803810657933909
"Pomelo",2022-07-01,"Self-scratching",0.0237696175529483,0
"Pomelo",2022-07-01,"Sleeping",0,0.0154807978565049
"Pomelo",2022-07-01,"Walking",0.0982782264208441,0.168502530515034
"Pomelo",2022-09-01,"Eating",0.21523915461624,0.433510638297872
"Pomelo",2022-09-01,"Grooming actor",0.0656284760845384,0.0255984042553191
"Pomelo",2022-09-01,"Grooming receiver",0.07146829810901,0.0462101063829787
"Pomelo",2022-09-01,"Resting",0.348164627363737,0.316489361702128
"Pomelo",2022-09-01,"Running",0,0.0043218085106383
"Pomelo",2022-09-01,"Self-scratching",0.00417130144605117,0
"Pomelo",2022-09-01,"Sleeping",0.0647942157953281,0.0249335106382979
"Pomelo",2022-09-01,"Walking",0.014460511679644,0.148936170212766
"Pomelo",2023-06-01,"Eating",0.573053739706257,0.405671641791045
"Pomelo",2023-06-01,"Grooming actor",0.0149418456575261,0.0241791044776119
"Pomelo",2023-06-01,"Grooming receiver",0.00568808897189914,0.0743283582089552
"Pomelo",2023-06-01,"Resting",0.181849053400119,0.330746268656716
"Pomelo",2023-06-01,"Running",0.0122251464470668,0.00477611940298507
"Pomelo",2023-06-01,"Self-scratching",0.059427795228797,0
"Pomelo",2023-06-01,"Sleeping",0,0.0143283582089552
"Pomelo",2023-06-01,"Walking",0.0755581967908991,0.145970149253731
"Propriano",2022-07-01,"Eating",0.346818373367046,0.347619047619048
"Propriano",2022-07-01,"Grooming actor",0,0.0395833333333333
"Propriano",2022-07-01,"Grooming receiver",0,0.144642857142857
"Propriano",2022-07-01,"Resting",0.528445006321112,0.261904761904762
"Propriano",2022-07-01,"Running",0,0.00595238095238095
"Propriano",2022-07-01,"Self-scratching",0.0139064475347661,0.000595238095238095
"Propriano",2022-07-01,"Sleeping",0.00379266750948167,0.0336309523809524
"Propriano",2022-07-01,"Walking",0.0476190476190476,0.166071428571429
"Propriano",2022-09-01,"Eating",0.678316123907863,0.39380399165922
"Propriano",2022-09-01,"Grooming actor",0,0.0417039022937146
"Propriano",2022-09-01,"Grooming receiver",0,0.11021745606196
"Propriano",2022-09-01,"Resting",0.178713264495631,0.239499553172475
"Propriano",2022-09-01,"Running",0.0150913423351867,0.00983020554066131
"Propriano",2022-09-01,"Self-scratching",0.0635424940428912,0.0011915400655347
"Propriano",2022-09-01,"Sleeping",0,0.0488531426869228
"Propriano",2022-09-01,"Walking",0.0643367752184273,0.154900208519511
