"burst","correction_type","target","random_seed","model","actual_label","data","model_type","actual_count","recall","precision","actual_prop","beh_rarity"
"Burst_4","rotdaily","Behaviour",100,"SVC","Eating","features","ml",325,0.04,0.8,0.3,"common"
"Burst_4","rotdaily","Behaviour",100,"SVC","Grooming actor","features","ml",96,0,0,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",100,"SVC","Grooming receiver","features","ml",72,0,0,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",100,"SVC","Resting","features","ml",400,1,0.37,0.37,"common"
"Burst_4","rotdaily","Behaviour",100,"SVC","Running","features","ml",8,0,0,0.01,"rare"
"Burst_4","rotdaily","Behaviour",100,"SVC","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","rotdaily","Behaviour",100,"SVC","Sleeping","features","ml",27,0,0,0.02,"rare"
"Burst_4","rotdaily","Behaviour",100,"SVC","Walking","features","ml",133,0,0,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"RF","Eating","features","ml",325,0.78,0.62,0.3,"common"
"Burst_4","rotdaily","Behaviour",123,"RF","Grooming actor","features","ml",96,0.24,0.55,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"RF","Grooming receiver","features","ml",72,0.38,0.75,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"RF","Resting","features","ml",400,0.85,0.72,0.37,"common"
"Burst_4","rotdaily","Behaviour",123,"RF","Running","features","ml",8,0.5,0.4,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123,"RF","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123,"RF","Sleeping","features","ml",27,0.56,0.79,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123,"RF","Walking","features","ml",133,0.66,0.85,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"XGB","Eating","features","ml",325,0.76,0.62,0.3,"common"
"Burst_4","rotdaily","Behaviour",123,"XGB","Grooming actor","features","ml",96,0.32,0.62,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"XGB","Grooming receiver","features","ml",72,0.46,0.79,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"XGB","Resting","features","ml",400,0.82,0.72,0.37,"common"
"Burst_4","rotdaily","Behaviour",123,"XGB","Running","features","ml",8,0.5,0.44,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123,"XGB","Self-scratching","features","ml",34,0.21,0.58,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123,"XGB","Sleeping","features","ml",27,0.59,0.84,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123,"XGB","Walking","features","ml",133,0.66,0.81,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"SVC","Eating","features","ml",325,0.03,0.83,0.3,"common"
"Burst_4","rotdaily","Behaviour",123,"SVC","Grooming actor","features","ml",96,0,0,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"SVC","Grooming receiver","features","ml",72,0,0,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123,"SVC","Resting","features","ml",400,1,0.37,0.37,"common"
"Burst_4","rotdaily","Behaviour",123,"SVC","Running","features","ml",8,0,0,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123,"SVC","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123,"SVC","Sleeping","features","ml",27,0,0,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123,"SVC","Walking","features","ml",133,0.02,1,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"RF","Eating","features","ml",325,0.78,0.65,0.3,"common"
"Burst_4","rotdaily","Behaviour",1234,"RF","Grooming actor","features","ml",96,0.32,0.63,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"RF","Grooming receiver","features","ml",72,0.42,0.81,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"RF","Resting","features","ml",400,0.86,0.72,0.37,"common"
"Burst_4","rotdaily","Behaviour",1234,"RF","Running","features","ml",8,0.75,0.86,0.01,"rare"
"Burst_4","rotdaily","Behaviour",1234,"RF","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","rotdaily","Behaviour",1234,"RF","Sleeping","features","ml",27,0.56,0.68,0.02,"rare"
"Burst_4","rotdaily","Behaviour",1234,"RF","Walking","features","ml",133,0.76,0.86,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"XGB","Eating","features","ml",325,0.77,0.66,0.3,"common"
"Burst_4","rotdaily","Behaviour",1234,"XGB","Grooming actor","features","ml",96,0.31,0.53,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"XGB","Grooming receiver","features","ml",72,0.56,0.85,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"XGB","Resting","features","ml",400,0.86,0.75,0.37,"common"
"Burst_4","rotdaily","Behaviour",1234,"XGB","Running","features","ml",8,0.62,0.62,0.01,"rare"
"Burst_4","rotdaily","Behaviour",1234,"XGB","Self-scratching","features","ml",34,0.18,0.86,0.03,"rare"
"Burst_4","rotdaily","Behaviour",1234,"XGB","Sleeping","features","ml",27,0.48,0.68,0.02,"rare"
"Burst_4","rotdaily","Behaviour",1234,"XGB","Walking","features","ml",133,0.74,0.83,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"SVC","Eating","features","ml",325,0.02,0.86,0.3,"common"
"Burst_4","rotdaily","Behaviour",1234,"SVC","Grooming actor","features","ml",96,0,0,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"SVC","Grooming receiver","features","ml",72,0,0,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",1234,"SVC","Resting","features","ml",400,1,0.37,0.37,"common"
"Burst_4","rotdaily","Behaviour",1234,"SVC","Running","features","ml",8,0,0,0.01,"rare"
"Burst_4","rotdaily","Behaviour",1234,"SVC","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","rotdaily","Behaviour",1234,"SVC","Sleeping","features","ml",27,0,0,0.02,"rare"
"Burst_4","rotdaily","Behaviour",1234,"SVC","Walking","features","ml",133,0.01,1,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"RF","Eating","features","ml",325,0.8,0.64,0.3,"common"
"Burst_4","rotdaily","Behaviour",123456,"RF","Grooming actor","features","ml",96,0.16,0.71,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"RF","Grooming receiver","features","ml",72,0.5,0.88,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"RF","Resting","features","ml",400,0.88,0.72,0.37,"common"
"Burst_4","rotdaily","Behaviour",123456,"RF","Running","features","ml",8,0.75,0.67,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123456,"RF","Self-scratching","features","ml",34,0.06,1,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123456,"RF","Sleeping","features","ml",27,0.56,0.88,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123456,"RF","Walking","features","ml",133,0.66,0.83,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"XGB","Eating","features","ml",325,0.79,0.65,0.3,"common"
"Burst_4","rotdaily","Behaviour",123456,"XGB","Grooming actor","features","ml",96,0.24,0.61,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"XGB","Grooming receiver","features","ml",72,0.53,0.84,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"XGB","Resting","features","ml",400,0.86,0.74,0.37,"common"
"Burst_4","rotdaily","Behaviour",123456,"XGB","Running","features","ml",8,0.38,0.75,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123456,"XGB","Self-scratching","features","ml",34,0.18,0.75,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123456,"XGB","Sleeping","features","ml",27,0.63,0.85,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123456,"XGB","Walking","features","ml",133,0.72,0.82,0.12,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"SVC","Eating","features","ml",325,0.04,0.93,0.3,"common"
"Burst_4","rotdaily","Behaviour",123456,"SVC","Grooming actor","features","ml",96,0,0,0.09,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"SVC","Grooming receiver","features","ml",72,0,0,0.07,"uncommon"
"Burst_4","rotdaily","Behaviour",123456,"SVC","Resting","features","ml",400,1,0.37,0.37,"common"
"Burst_4","rotdaily","Behaviour",123456,"SVC","Running","features","ml",8,0,0,0.01,"rare"
"Burst_4","rotdaily","Behaviour",123456,"SVC","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","rotdaily","Behaviour",123456,"SVC","Sleeping","features","ml",27,0,0,0.02,"rare"
"Burst_4","rotdaily","Behaviour",123456,"SVC","Walking","features","ml",133,0.02,1,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"RF","Eating","features","ml",325,0.77,0.67,0.3,"common"
"Burst_4","uncorrected","Behaviour",42,"RF","Grooming actor","features","ml",96,0.3,0.74,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"RF","Grooming receiver","features","ml",72,0.53,0.79,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"RF","Resting","features","ml",400,0.86,0.7,0.37,"common"
"Burst_4","uncorrected","Behaviour",42,"RF","Running","features","ml",8,0.5,1,0.01,"rare"
"Burst_4","uncorrected","Behaviour",42,"RF","Self-scratching","features","ml",34,0.21,1,0.03,"rare"
"Burst_4","uncorrected","Behaviour",42,"RF","Sleeping","features","ml",27,0.7,1,0.02,"rare"
"Burst_4","uncorrected","Behaviour",42,"RF","Walking","features","ml",133,0.67,0.82,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"XGB","Eating","features","ml",325,0.75,0.65,0.3,"common"
"Burst_4","uncorrected","Behaviour",42,"XGB","Grooming actor","features","ml",96,0.39,0.71,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"XGB","Grooming receiver","features","ml",72,0.53,0.88,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"XGB","Resting","features","ml",400,0.85,0.71,0.37,"common"
"Burst_4","uncorrected","Behaviour",42,"XGB","Running","features","ml",8,0.5,0.67,0.01,"rare"
"Burst_4","uncorrected","Behaviour",42,"XGB","Self-scratching","features","ml",34,0.32,0.73,0.03,"rare"
"Burst_4","uncorrected","Behaviour",42,"XGB","Sleeping","features","ml",27,0.78,0.95,0.02,"rare"
"Burst_4","uncorrected","Behaviour",42,"XGB","Walking","features","ml",133,0.65,0.84,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"SVC","Eating","features","ml",325,0.86,0.5,0.3,"common"
"Burst_4","uncorrected","Behaviour",42,"SVC","Grooming actor","features","ml",96,0,0,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"SVC","Grooming receiver","features","ml",72,0.39,0.82,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",42,"SVC","Resting","features","ml",400,0.72,0.66,0.37,"common"
"Burst_4","uncorrected","Behaviour",42,"SVC","Running","features","ml",8,0,0,0.01,"rare"
"Burst_4","uncorrected","Behaviour",42,"SVC","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","uncorrected","Behaviour",42,"SVC","Sleeping","features","ml",27,0.59,0.84,0.02,"rare"
"Burst_4","uncorrected","Behaviour",42,"SVC","Walking","features","ml",133,0.23,0.68,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"RF","Eating","features","ml",325,0.82,0.69,0.3,"common"
"Burst_4","uncorrected","Behaviour",100,"RF","Grooming actor","features","ml",96,0.3,0.83,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"RF","Grooming receiver","features","ml",72,0.57,0.8,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"RF","Resting","features","ml",400,0.86,0.76,0.37,"common"
"Burst_4","uncorrected","Behaviour",100,"RF","Running","features","ml",8,0.5,0.57,0.01,"rare"
"Burst_4","uncorrected","Behaviour",100,"RF","Self-scratching","features","ml",34,0.18,1,0.03,"rare"
"Burst_4","uncorrected","Behaviour",100,"RF","Sleeping","features","ml",27,0.81,0.81,0.02,"rare"
"Burst_4","uncorrected","Behaviour",100,"RF","Walking","features","ml",133,0.79,0.84,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"XGB","Eating","features","ml",325,0.79,0.71,0.3,"common"
"Burst_4","uncorrected","Behaviour",100,"XGB","Grooming actor","features","ml",96,0.28,0.61,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"XGB","Grooming receiver","features","ml",72,0.58,0.78,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"XGB","Resting","features","ml",400,0.86,0.75,0.37,"common"
"Burst_4","uncorrected","Behaviour",100,"XGB","Running","features","ml",8,0.38,0.6,0.01,"rare"
"Burst_4","uncorrected","Behaviour",100,"XGB","Self-scratching","features","ml",34,0.35,0.67,0.03,"rare"
"Burst_4","uncorrected","Behaviour",100,"XGB","Sleeping","features","ml",27,0.74,0.83,0.02,"rare"
"Burst_4","uncorrected","Behaviour",100,"XGB","Walking","features","ml",133,0.8,0.82,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"SVC","Eating","features","ml",325,0.89,0.51,0.3,"common"
"Burst_4","uncorrected","Behaviour",100,"SVC","Grooming actor","features","ml",96,0,0,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"SVC","Grooming receiver","features","ml",72,0.35,0.81,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",100,"SVC","Resting","features","ml",400,0.74,0.69,0.37,"common"
"Burst_4","uncorrected","Behaviour",100,"SVC","Running","features","ml",8,0,0,0.01,"rare"
"Burst_4","uncorrected","Behaviour",100,"SVC","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","uncorrected","Behaviour",100,"SVC","Sleeping","features","ml",27,0.59,0.8,0.02,"rare"
"Burst_4","uncorrected","Behaviour",100,"SVC","Walking","features","ml",133,0.29,0.74,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"RF","Eating","features","ml",325,0.79,0.64,0.3,"common"
"Burst_4","uncorrected","Behaviour",123,"RF","Grooming actor","features","ml",96,0.33,0.7,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"RF","Grooming receiver","features","ml",72,0.57,0.89,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"RF","Resting","features","ml",400,0.85,0.75,0.37,"common"
"Burst_4","uncorrected","Behaviour",123,"RF","Running","features","ml",8,0.62,0.71,0.01,"rare"
"Burst_4","uncorrected","Behaviour",123,"RF","Self-scratching","features","ml",34,0.09,1,0.03,"rare"
"Burst_4","uncorrected","Behaviour",123,"RF","Sleeping","features","ml",27,0.67,0.78,0.02,"rare"
"Burst_4","uncorrected","Behaviour",123,"RF","Walking","features","ml",133,0.67,0.8,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"XGB","Eating","features","ml",325,0.77,0.65,0.3,"common"
"Burst_4","uncorrected","Behaviour",123,"XGB","Grooming actor","features","ml",96,0.36,0.62,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"XGB","Grooming receiver","features","ml",72,0.53,0.86,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"XGB","Resting","features","ml",400,0.83,0.74,0.37,"common"
"Burst_4","uncorrected","Behaviour",123,"XGB","Running","features","ml",8,0.5,0.57,0.01,"rare"
"Burst_4","uncorrected","Behaviour",123,"XGB","Self-scratching","features","ml",34,0.18,0.86,0.03,"rare"
"Burst_4","uncorrected","Behaviour",123,"XGB","Sleeping","features","ml",27,0.67,0.75,0.02,"rare"
"Burst_4","uncorrected","Behaviour",123,"XGB","Walking","features","ml",133,0.71,0.79,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"SVC","Eating","features","ml",325,0.89,0.5,0.3,"common"
"Burst_4","uncorrected","Behaviour",123,"SVC","Grooming actor","features","ml",96,0,0,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"SVC","Grooming receiver","features","ml",72,0.31,0.96,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",123,"SVC","Resting","features","ml",400,0.73,0.68,0.37,"common"
"Burst_4","uncorrected","Behaviour",123,"SVC","Running","features","ml",8,0,0,0.01,"rare"
"Burst_4","uncorrected","Behaviour",123,"SVC","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","uncorrected","Behaviour",123,"SVC","Sleeping","features","ml",27,0.59,0.84,0.02,"rare"
"Burst_4","uncorrected","Behaviour",123,"SVC","Walking","features","ml",133,0.29,0.83,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"RF","Eating","features","ml",325,0.76,0.65,0.3,"common"
"Burst_4","uncorrected","Behaviour",1234,"RF","Grooming actor","features","ml",96,0.26,0.61,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"RF","Grooming receiver","features","ml",72,0.51,0.88,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"RF","Resting","features","ml",400,0.88,0.73,0.37,"common"
"Burst_4","uncorrected","Behaviour",1234,"RF","Running","features","ml",8,0.75,1,0.01,"rare"
"Burst_4","uncorrected","Behaviour",1234,"RF","Self-scratching","features","ml",34,0.09,0.6,0.03,"rare"
"Burst_4","uncorrected","Behaviour",1234,"RF","Sleeping","features","ml",27,0.67,0.82,0.02,"rare"
"Burst_4","uncorrected","Behaviour",1234,"RF","Walking","features","ml",133,0.74,0.82,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"XGB","Eating","features","ml",325,0.75,0.69,0.3,"common"
"Burst_4","uncorrected","Behaviour",1234,"XGB","Grooming actor","features","ml",96,0.29,0.58,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"XGB","Grooming receiver","features","ml",72,0.54,0.8,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"XGB","Resting","features","ml",400,0.86,0.73,0.37,"common"
"Burst_4","uncorrected","Behaviour",1234,"XGB","Running","features","ml",8,0.5,1,0.01,"rare"
"Burst_4","uncorrected","Behaviour",1234,"XGB","Self-scratching","features","ml",34,0.35,0.71,0.03,"rare"
"Burst_4","uncorrected","Behaviour",1234,"XGB","Sleeping","features","ml",27,0.63,0.77,0.02,"rare"
"Burst_4","uncorrected","Behaviour",1234,"XGB","Walking","features","ml",133,0.77,0.83,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"SVC","Eating","features","ml",325,0.87,0.49,0.3,"common"
"Burst_4","uncorrected","Behaviour",1234,"SVC","Grooming actor","features","ml",96,0,0,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"SVC","Grooming receiver","features","ml",72,0.31,0.81,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",1234,"SVC","Resting","features","ml",400,0.74,0.67,0.37,"common"
"Burst_4","uncorrected","Behaviour",1234,"SVC","Running","features","ml",8,0,0,0.01,"rare"
"Burst_4","uncorrected","Behaviour",1234,"SVC","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","uncorrected","Behaviour",1234,"SVC","Sleeping","features","ml",27,0.48,0.72,0.02,"rare"
"Burst_4","uncorrected","Behaviour",1234,"SVC","Walking","features","ml",133,0.23,0.79,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"RF","Eating","features","ml",325,0.78,0.67,0.3,"common"
"Burst_4","uncorrected","Behaviour",123456,"RF","Grooming actor","features","ml",96,0.3,0.66,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"RF","Grooming receiver","features","ml",72,0.62,0.96,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"RF","Resting","features","ml",400,0.88,0.75,0.37,"common"
"Burst_4","uncorrected","Behaviour",123456,"RF","Running","features","ml",8,0.75,0.75,0.01,"rare"
"Burst_4","uncorrected","Behaviour",123456,"RF","Self-scratching","features","ml",34,0.09,1,0.03,"rare"
"Burst_4","uncorrected","Behaviour",123456,"RF","Sleeping","features","ml",27,0.74,0.87,0.02,"rare"
"Burst_4","uncorrected","Behaviour",123456,"RF","Walking","features","ml",133,0.72,0.84,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"XGB","Eating","features","ml",325,0.77,0.68,0.3,"common"
"Burst_4","uncorrected","Behaviour",123456,"XGB","Grooming actor","features","ml",96,0.42,0.69,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"XGB","Grooming receiver","features","ml",72,0.6,0.86,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"XGB","Resting","features","ml",400,0.86,0.75,0.37,"common"
"Burst_4","uncorrected","Behaviour",123456,"XGB","Running","features","ml",8,0.62,0.62,0.01,"rare"
"Burst_4","uncorrected","Behaviour",123456,"XGB","Self-scratching","features","ml",34,0.24,0.67,0.03,"rare"
"Burst_4","uncorrected","Behaviour",123456,"XGB","Sleeping","features","ml",27,0.74,0.8,0.02,"rare"
"Burst_4","uncorrected","Behaviour",123456,"XGB","Walking","features","ml",133,0.73,0.84,0.12,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"SVC","Eating","features","ml",325,0.87,0.51,0.3,"common"
"Burst_4","uncorrected","Behaviour",123456,"SVC","Grooming actor","features","ml",96,0,0,0.09,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"SVC","Grooming receiver","features","ml",72,0.38,0.87,0.07,"uncommon"
"Burst_4","uncorrected","Behaviour",123456,"SVC","Resting","features","ml",400,0.75,0.68,0.37,"common"
"Burst_4","uncorrected","Behaviour",123456,"SVC","Running","features","ml",8,0,0,0.01,"rare"
"Burst_4","uncorrected","Behaviour",123456,"SVC","Self-scratching","features","ml",34,0,0,0.03,"rare"
"Burst_4","uncorrected","Behaviour",123456,"SVC","Sleeping","features","ml",27,0.56,0.75,0.02,"rare"
"Burst_4","uncorrected","Behaviour",123456,"SVC","Walking","features","ml",133,0.29,0.8,0.12,"uncommon"
"Burst_1","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Eating","features","dl",83,0.82,0.72,0.32,"common"
"Burst_1","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Grooming actor","features","dl",24,0.08,0.67,0.09,"uncommon"
"Burst_1","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Grooming receiver","features","dl",18,0.33,0.6,0.07,"uncommon"
"Burst_1","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Resting","features","dl",98,0.84,0.69,0.37,"common"
"Burst_1","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Running","features","dl",1,0,0,0,"rare"
"Burst_1","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Self-scratching","features","dl",2,0,0,0.01,"rare"
"Burst_1","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Sleeping","features","dl",6,0.67,0.8,0.02,"rare"
"Burst_1","rotbasal","Behaviour",42,"CategoryEmbeddingModel","Walking","features","dl",31,0.74,0.74,0.12,"uncommon"
"Burst_1","rotbasal","Behaviour",42,"GANDALF","Eating","features","dl",83,0.75,0.67,0.32,"common"
"Burst_1","rotbasal","Behaviour",42,"GANDALF","Grooming actor","features","dl",24,0,0,0.09,"uncommon"
"Burst_1","rotbasal","Behaviour",42,"GANDALF","Grooming receiver","features","dl",18,0.33,0.6,0.07,"uncommon"
"Burst_1","rotbasal","Behaviour",42,"GANDALF","Resting","features","dl",98,0.79,0.61,0.37,"common"
"Burst_1","rotbasal","Behaviour",42,"GANDALF","Running","features","dl",1,0,0,0,"rare"
"Burst_1","rotbasal","Behaviour",42,"GANDALF","Self-scratching","features","dl",2,0,0,0.01,"rare"
"Burst_1","rotbasal","Behaviour",42,"GANDALF","Sleeping","features","dl",6,0.67,0.57,0.02,"rare"
"Burst_1","rotbasal","Behaviour",42,"GANDALF","Walking","features","dl",31,0.61,0.73,0.12,"uncommon"
"Burst_1","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Eating","features","dl",84,0.79,0.66,0.32,"common"
"Burst_1","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Grooming actor","features","dl",24,0.42,0.59,0.09,"uncommon"
"Burst_1","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Grooming receiver","features","dl",18,0.44,0.62,0.07,"uncommon"
"Burst_1","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Resting","features","dl",98,0.78,0.72,0.37,"common"
"Burst_1","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Running","features","dl",1,0,0,0,"rare"
"Burst_1","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Self-scratching","features","dl",2,0,0,0.01,"rare"
"Burst_1","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Sleeping","features","dl",6,0.33,1,0.02,"rare"
"Burst_1","rotbasal","Behaviour",100,"CategoryEmbeddingModel","Walking","features","dl",30,0.73,0.88,0.11,"uncommon"
"Burst_1","rotbasal","Behaviour",100,"GANDALF","Eating","features","dl",84,0.69,0.74,0.32,"common"
"Burst_1","rotbasal","Behaviour",100,"GANDALF","Grooming actor","features","dl",24,0.54,0.43,0.09,"uncommon"
"Burst_1","rotbasal","Behaviour",100,"GANDALF","Grooming receiver","features","dl",18,0.33,0.67,0.07,"uncommon"
"Burst_1","rotbasal","Behaviour",100,"GANDALF","Resting","features","dl",98,0.77,0.66,0.37,"common"
"Burst_1","rotbasal","Behaviour",100,"GANDALF","Running","features","dl",1,0,0,0,"rare"
"Burst_1","rotbasal","Behaviour",100,"GANDALF","Self-scratching","features","dl",2,0,0,0.01,"rare"
"Burst_1","rotbasal","Behaviour",100,"GANDALF","Sleeping","features","dl",6,0.33,0.33,0.02,"rare"
"Burst_1","rotbasal","Behaviour",100,"GANDALF","Walking","features","dl",30,0.73,0.85,0.11,"uncommon"
"Burst_1","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Eating","features","dl",83,0.72,0.67,0.32,"common"
"Burst_1","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Grooming actor","features","dl",24,0.29,0.64,0.09,"uncommon"
"Burst_1","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Grooming receiver","features","dl",18,0.39,0.58,0.07,"uncommon"
"Burst_1","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Resting","features","dl",98,0.82,0.68,0.37,"common"
"Burst_1","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Running","features","dl",1,0,0,0,"rare"
"Burst_1","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Self-scratching","features","dl",2,0,0,0.01,"rare"
"Burst_1","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Sleeping","features","dl",6,0.5,0.43,0.02,"rare"
"Burst_1","rotbasal","Behaviour",123,"CategoryEmbeddingModel","Walking","features","dl",31,0.65,0.8,0.12,"uncommon"
"Burst_1","rotbasal","Behaviour",123,"GANDALF","Eating","features","dl",83,0.75,0.65,0.32,"common"
"Burst_1","rotbasal","Behaviour",123,"GANDALF","Grooming actor","features","dl",24,0.04,1,0.09,"uncommon"
"Burst_1","rotbasal","Behaviour",123,"GANDALF","Grooming receiver","features","dl",18,0.33,0.6,0.07,"uncommon"
"Burst_1","rotbasal","Behaviour",123,"GANDALF","Resting","features","dl",98,0.79,0.65,0.37,"common"
"Burst_1","rotbasal","Behaviour",123,"GANDALF","Running","features","dl",1,1,0.33,0,"rare"
"Burst_1","rotbasal","Behaviour",123,"GANDALF","Self-scratching","features","dl",2,0,0,0.01,"rare"
"Burst_1","rotbasal","Behaviour",123,"GANDALF","Sleeping","features","dl",6,0.33,0.25,0.02,"rare"
"Burst_1","rotbasal","Behaviour",123,"GANDALF","Walking","features","dl",31,0.71,0.85,0.12,"uncommon"
